V0_tanh,V1_tanh,V6_tanh,V7_tanh,V16_tanh,V17_tanh,V38_tanh,V2_power3,V3_power3,V10_power3,V11_power3,V20_power3,V21_power3,V30_power3,V31_power3,V4_sqrt,V5_sqrt,V12_sqrt,V13_sqrt,V22_sqrt,V23_sqrt,V32_sqrt,V33_sqrt,V8,V9,V18,V19,V26,V27,V34,V36,V37,V14,V15,V24,V25,V40,V41,V42,V43,V28_log,V29_log,V35_log,V39_log,label
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,421875.0,438976.0,474552.0,405224.0,456533.0,421875.0,421875.0,8.306623862918075,8.246211251235321,8.602325267042627,8.366600265340756,8.246211251235321,8.18535277187245,8.12403840463596,7.874007874011811,77.0,77.0,74.0,73.0,60.0,67.0,59.0,77.0,74.0,66.0,65.0,61.0,58.0,65.0,66.0,61.0,58.0,4.110873864173311,4.143134726391533,4.110873864173311,4.204692619390966,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,373248.0,226981.0,238328.0,373248.0,474552.0,287496.0,343000.0,7.937253933193772,8.426149773176359,7.810249675906654,8.06225774829855,8.602325267042627,8.774964387392123,7.615773105863909,7.745966692414834,61.0,63.0,69.0,73.0,77.0,74.0,65.0,75.0,77.0,65.0,62.0,69.0,69.0,69.0,77.0,65.0,64.0,4.1588830833596715,4.143134726391533,4.23410650459726,4.343805421853684,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,474552.0,205379.0,438976.0,493039.0,314432.0,343000.0,438976.0,7.937253933193772,8.246211251235321,8.426149773176359,8.48528137423857,8.426149773176359,8.660254037844387,8.06225774829855,8.06225774829855,61.0,59.0,65.0,77.0,70.0,78.0,66.0,62.0,72.0,69.0,66.0,62.0,66.0,70.0,68.0,60.0,59.0,4.219507705176107,4.23410650459726,4.204692619390966,4.276666119016055,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,328509.0,389017.0,474552.0,389017.0,493039.0,328509.0,405224.0,8.306623862918075,8.366600265340756,8.306623862918075,8.94427190999916,8.0,8.246211251235321,7.874007874011811,8.18535277187245,66.0,70.0,69.0,70.0,67.0,64.0,66.0,73.0,77.0,65.0,65.0,56.0,58.0,71.0,72.0,63.0,65.0,4.219507705176107,4.219507705176107,4.248495242049359,4.343805421853684,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,474552.0,592704.0,357911.0,343000.0,357911.0,357911.0,421875.0,373248.0,8.0,8.246211251235321,8.426149773176359,8.48528137423857,8.366600265340756,8.602325267042627,7.874007874011811,8.06225774829855,53.0,57.0,54.0,57.0,54.0,57.0,60.0,64.0,67.0,54.0,53.0,54.0,57.0,62.0,62.0,61.0,65.0,4.127134385045092,4.1588830833596715,4.1588830833596715,4.343805421853684,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,438976.0,421875.0,438976.0,438976.0,373248.0,438976.0,405224.0,8.366600265340756,8.18535277187245,8.426149773176359,8.774964387392123,7.483314773547883,7.874007874011811,7.615773105863909,7.937253933193772,68.0,75.0,67.0,72.0,57.0,62.0,64.0,66.0,76.0,58.0,61.0,56.0,61.0,64.0,68.0,60.0,56.0,4.204692619390966,4.290459441148391,4.219507705176107,4.276666119016055,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,148877.0,216000.0,262144.0,274625.0,421875.0,474552.0,357911.0,405224.0,8.48528137423857,8.602325267042627,8.426149773176359,8.366600265340756,8.48528137423857,8.426149773176359,7.874007874011811,8.12403840463596,64.0,67.0,70.0,70.0,67.0,64.0,72.0,57.0,57.0,68.0,71.0,71.0,71.0,70.0,69.0,53.0,49.0,4.204692619390966,4.2626798770413155,4.290459441148391,4.2626798770413155,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,250047.0,343000.0,314432.0,314432.0,438976.0,474552.0,389017.0,405224.0,8.306623862918075,8.366600265340756,8.366600265340756,8.426149773176359,8.426149773176359,8.366600265340756,7.615773105863909,7.937253933193772,61.0,62.0,65.0,65.0,68.0,71.0,68.0,70.0,72.0,71.0,67.0,65.0,64.0,79.0,79.0,66.0,66.0,4.248495242049359,4.2626798770413155,4.2626798770413155,4.3694478524670215,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,314432.0,250047.0,314432.0,274625.0,287496.0,357911.0,456533.0,8.54400374531753,8.717797887081348,8.602325267042627,8.660254037844387,8.06225774829855,8.717797887081348,8.18535277187245,8.306623862918075,62.0,62.0,58.0,58.0,63.0,60.0,72.0,63.0,63.0,63.0,68.0,64.0,70.0,75.0,79.0,62.0,59.0,4.248495242049359,4.276666119016055,4.2626798770413155,4.276666119016055,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,357911.0,328509.0,493039.0,438976.0,474552.0,357911.0,405224.0,8.06225774829855,8.06225774829855,8.717797887081348,8.717797887081348,8.831760866327848,8.602325267042627,7.681145747868608,7.54983443527075,67.0,66.0,58.0,66.0,69.0,68.0,65.0,73.0,71.0,63.0,62.0,68.0,66.0,68.0,70.0,57.0,55.0,4.219507705176107,4.219507705176107,4.189654742026425,4.30406509320417,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,373248.0,343000.0,421875.0,493039.0,438976.0,373248.0,421875.0,8.246211251235321,8.426149773176359,8.717797887081348,8.54400374531753,8.246211251235321,8.717797887081348,8.06225774829855,7.810249675906654,64.0,56.0,68.0,68.0,58.0,68.0,66.0,58.0,57.0,70.0,72.0,66.0,73.0,68.0,71.0,57.0,58.0,4.276666119016055,4.31748811353631,4.204692619390966,4.276666119016055,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,512000.0,474552.0,389017.0,438976.0,405224.0,512000.0,357911.0,438976.0,8.366600265340756,8.306623862918075,8.246211251235321,8.246211251235321,8.246211251235321,8.602325267042627,7.937253933193772,8.06225774829855,69.0,71.0,67.0,70.0,57.0,65.0,67.0,70.0,74.0,62.0,61.0,57.0,62.0,68.0,70.0,61.0,64.0,4.110873864173311,4.174387269895637,4.204692619390966,4.276666119016055,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,373248.0,262144.0,238328.0,421875.0,438976.0,456533.0,456533.0,7.0,8.366600265340756,8.717797887081348,8.602325267042627,8.831760866327848,8.94427190999916,8.366600265340756,8.246211251235321,57.0,56.0,63.0,63.0,51.0,62.0,68.0,59.0,58.0,65.0,62.0,75.0,77.0,74.0,75.0,62.0,59.0,4.30406509320417,4.219507705176107,4.1588830833596715,4.189654742026425,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,300763.0,328509.0,274625.0,405224.0,421875.0,238328.0,314432.0,8.717797887081348,8.246211251235321,7.874007874011811,8.06225774829855,8.0,8.306623862918075,8.12403840463596,8.12403840463596,67.0,64.0,65.0,65.0,64.0,64.0,62.0,57.0,48.0,70.0,67.0,63.0,63.0,79.0,74.0,59.0,58.0,4.02535169073515,4.110873864173311,4.060443010546419,4.1588830833596715,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,474552.0,357911.0,389017.0,493039.0,474552.0,373248.0,474552.0,8.06225774829855,8.48528137423857,8.48528137423857,8.246211251235321,8.48528137423857,8.717797887081348,8.06225774829855,8.0,64.0,69.0,72.0,75.0,62.0,61.0,67.0,64.0,67.0,62.0,62.0,66.0,67.0,66.0,66.0,59.0,57.0,4.219507705176107,4.330733340286331,4.143134726391533,4.343805421853684,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,343000.0,262144.0,262144.0,373248.0,389017.0,373248.0,438976.0,8.06225774829855,7.937253933193772,8.54400374531753,8.602325267042627,8.888194417315589,8.717797887081348,8.0,8.06225774829855,57.0,57.0,63.0,62.0,60.0,58.0,63.0,63.0,65.0,65.0,59.0,75.0,68.0,74.0,67.0,71.0,67.0,4.23410650459726,4.189654742026425,4.174387269895637,4.382026634673881,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,405224.0,405224.0,373248.0,531441.0,531441.0,438976.0,405224.0,8.246211251235321,8.12403840463596,8.366600265340756,8.306623862918075,8.717797887081348,8.660254037844387,7.745966692414834,7.483314773547883,66.0,69.0,75.0,73.0,74.0,82.0,66.0,64.0,64.0,64.0,66.0,71.0,70.0,66.0,63.0,54.0,58.0,4.23410650459726,4.276666119016055,4.189654742026425,4.276666119016055,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,512000.0,373248.0,343000.0,531441.0,456533.0,343000.0,421875.0,8.54400374531753,8.366600265340756,8.54400374531753,8.660254037844387,8.94427190999916,8.888194417315589,7.937253933193772,7.681145747868608,66.0,56.0,73.0,72.0,64.0,66.0,66.0,74.0,77.0,67.0,65.0,67.0,64.0,79.0,75.0,65.0,66.0,4.23410650459726,4.219507705176107,4.143134726391533,4.356708826689592,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,373248.0,389017.0,438976.0,456533.0,456533.0,438976.0,421875.0,8.18535277187245,8.426149773176359,8.426149773176359,8.602325267042627,8.366600265340756,8.48528137423857,8.0,8.06225774829855,63.0,67.0,74.0,71.0,62.0,58.0,66.0,68.0,70.0,59.0,61.0,61.0,61.0,64.0,67.0,56.0,54.0,4.143134726391533,4.23410650459726,4.204692619390966,4.2626798770413155,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,357911.0,456533.0,226981.0,262144.0,421875.0,357911.0,328509.0,8.12403840463596,8.246211251235321,8.18535277187245,8.426149773176359,8.426149773176359,8.48528137423857,7.483314773547883,7.3484692283495345,56.0,62.0,62.0,54.0,75.0,70.0,62.0,56.0,53.0,75.0,71.0,76.0,79.0,64.0,63.0,56.0,56.0,4.2626798770413155,4.343805421853684,4.1588830833596715,4.219507705176107,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,421875.0,405224.0,421875.0,405224.0,421875.0,389017.0,438976.0,8.774964387392123,8.774964387392123,8.06225774829855,8.18535277187245,7.874007874011811,8.0,8.0,8.12403840463596,65.0,62.0,67.0,60.0,62.0,61.0,61.0,65.0,60.0,68.0,70.0,66.0,71.0,74.0,80.0,67.0,68.0,4.1588830833596715,4.23410650459726,4.1588830833596715,4.31748811353631,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,373248.0,357911.0,328509.0,456533.0,456533.0,438976.0,493039.0,6.855654600401044,8.602325267042627,8.306623862918075,8.18535277187245,8.54400374531753,7.745966692414834,7.937253933193772,8.12403840463596,67.0,66.0,70.0,74.0,42.0,69.0,64.0,71.0,73.0,63.0,64.0,49.0,48.0,68.0,56.0,58.0,44.0,4.248495242049359,4.23410650459726,4.23410650459726,4.31748811353631,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,287496.0,314432.0,287496.0,389017.0,373248.0,421875.0,421875.0,8.306623862918075,8.306623862918075,8.246211251235321,8.366600265340756,8.06225774829855,8.54400374531753,8.06225774829855,8.18535277187245,63.0,62.0,66.0,68.0,60.0,57.0,69.0,65.0,64.0,71.0,68.0,67.0,63.0,71.0,68.0,59.0,59.0,4.248495242049359,4.219507705176107,4.174387269895637,4.23410650459726,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,474552.0,357911.0,314432.0,474552.0,438976.0,438976.0,421875.0,8.06225774829855,7.937253933193772,8.717797887081348,8.54400374531753,8.888194417315589,8.888194417315589,7.937253933193772,7.810249675906654,63.0,62.0,74.0,73.0,68.0,67.0,61.0,76.0,75.0,59.0,61.0,70.0,70.0,76.0,74.0,59.0,68.0,4.174387269895637,4.204692619390966,4.02535169073515,4.343805421853684,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,357911.0,438976.0,314432.0,421875.0,389017.0,421875.0,343000.0,7.874007874011811,7.615773105863909,8.426149773176359,8.426149773176359,8.602325267042627,8.48528137423857,8.0,7.874007874011811,71.0,68.0,70.0,72.0,63.0,66.0,66.0,68.0,69.0,58.0,58.0,66.0,60.0,64.0,58.0,57.0,52.0,4.248495242049359,4.1588830833596715,4.127134385045092,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,300763.0,421875.0,389017.0,474552.0,389017.0,456533.0,405224.0,8.18535277187245,8.602325267042627,8.831760866327848,8.54400374531753,8.717797887081348,8.306623862918075,8.306623862918075,8.0,64.0,68.0,73.0,65.0,63.0,53.0,67.0,69.0,63.0,72.0,57.0,63.0,57.0,65.0,64.0,43.0,42.0,4.204692619390966,4.0943445622221,4.1588830833596715,3.9889840465642745,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,274625.0,314432.0,274625.0,456533.0,357911.0,405224.0,373248.0,8.0,7.810249675906654,7.874007874011811,8.06225774829855,8.246211251235321,8.06225774829855,7.810249675906654,7.937253933193772,73.0,69.0,67.0,61.0,73.0,69.0,69.0,68.0,63.0,66.0,66.0,64.0,60.0,65.0,63.0,58.0,60.0,4.248495242049359,4.23410650459726,4.219507705176107,4.276666119016055,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,226981.0,456533.0,175616.0,512000.0,389017.0,343000.0,226981.0,7.937253933193772,7.937253933193772,8.426149773176359,8.06225774829855,8.888194417315589,8.660254037844387,7.3484692283495345,7.3484692283495345,70.0,65.0,77.0,70.0,74.0,69.0,66.0,58.0,56.0,69.0,68.0,76.0,67.0,71.0,64.0,49.0,42.0,4.189654742026425,4.2626798770413155,4.189654742026425,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,300763.0,493039.0,357911.0,474552.0,328509.0,512000.0,328509.0,8.06225774829855,8.48528137423857,8.48528137423857,8.18535277187245,8.48528137423857,8.18535277187245,7.937253933193772,7.810249675906654,70.0,71.0,67.0,65.0,67.0,65.0,70.0,70.0,67.0,68.0,69.0,64.0,59.0,77.0,72.0,68.0,59.0,4.290459441148391,4.248495242049359,4.248495242049359,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,456533.0,438976.0,438976.0,474552.0,373248.0,421875.0,343000.0,357911.0,8.18535277187245,8.246211251235321,7.810249675906654,8.426149773176359,7.810249675906654,8.12403840463596,8.18535277187245,7.615773105863909,69.0,66.0,78.0,72.0,69.0,66.0,57.0,62.0,65.0,58.0,61.0,58.0,62.0,53.0,58.0,54.0,55.0,4.007333185232471,3.6888794541139363,4.060443010546419,3.8066624897703196,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,195112.0,226981.0,195112.0,357911.0,456533.0,314432.0,250047.0,7.745966692414834,7.54983443527075,6.928203230275509,7.0710678118654755,7.0710678118654755,7.0,7.211102550927978,7.211102550927978,59.0,53.0,59.0,59.0,76.0,74.0,66.0,74.0,70.0,52.0,50.0,53.0,44.0,66.0,60.0,59.0,56.0,4.1588830833596715,4.189654742026425,4.204692619390966,4.30406509320417,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,328509.0,493039.0,373248.0,421875.0,438976.0,373248.0,493039.0,8.366600265340756,8.12403840463596,8.888194417315589,8.426149773176359,8.18535277187245,8.426149773176359,7.54983443527075,7.615773105863909,67.0,67.0,39.0,47.0,22.0,25.0,48.0,41.0,39.0,64.0,54.0,63.0,44.0,68.0,72.0,56.0,65.0,3.044522437723423,2.8903717578961645,3.6888794541139363,2.772588722239781,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,405224.0,343000.0,421875.0,314432.0,357911.0,438976.0,474552.0,7.874007874011811,8.18535277187245,8.0,8.246211251235321,8.246211251235321,8.306623862918075,8.06225774829855,8.18535277187245,67.0,65.0,57.0,63.0,55.0,59.0,61.0,76.0,79.0,58.0,57.0,40.0,38.0,64.0,56.0,53.0,45.0,4.204692619390966,4.204692619390966,4.174387269895637,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,357911.0,474552.0,405224.0,512000.0,274625.0,474552.0,389017.0,7.483314773547883,7.937253933193772,6.928203230275509,7.0,7.14142842854285,6.928203230275509,8.426149773176359,7.54983443527075,44.0,51.0,49.0,51.0,64.0,62.0,71.0,68.0,64.0,49.0,52.0,58.0,43.0,59.0,64.0,53.0,55.0,4.2626798770413155,4.248495242049359,4.290459441148391,4.07753744390572,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,421875.0,493039.0,421875.0,474552.0,373248.0,262144.0,343000.0,8.18535277187245,7.810249675906654,8.602325267042627,8.366600265340756,7.54983443527075,7.0710678118654755,7.483314773547883,7.3484692283495345,62.0,62.0,62.0,63.0,51.0,51.0,50.0,66.0,67.0,57.0,52.0,39.0,36.0,43.0,43.0,41.0,43.0,3.713572066704308,3.7612001156935624,3.828641396489095,3.7612001156935624,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,512000.0,373248.0,512000.0,571787.0,474552.0,389017.0,421875.0,7.874007874011811,8.18535277187245,8.426149773176359,8.602325267042627,8.12403840463596,8.774964387392123,8.18535277187245,8.06225774829855,66.0,68.0,73.0,73.0,61.0,61.0,62.0,62.0,66.0,58.0,62.0,60.0,59.0,61.0,68.0,43.0,56.0,3.970291913552122,3.828641396489095,4.174387269895637,4.0943445622221,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,140608.0,97336.0,226981.0,357911.0,185193.0,474552.0,103823.0,59319.0,7.681145747868608,7.3484692283495345,6.0,5.291502622129181,5.5677643628300215,5.656854249492381,5.5677643628300215,5.196152422706632,61.0,68.0,51.0,55.0,66.0,78.0,59.0,51.0,73.0,59.0,58.0,40.0,43.0,41.0,21.0,33.0,22.0,3.8918202981106265,3.8918202981106265,4.31748811353631,4.02535169073515,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,274625.0,438976.0,373248.0,438976.0,474552.0,287496.0,314432.0,4.898979485566356,5.5677643628300215,6.855654600401044,7.0710678118654755,7.483314773547883,6.855654600401044,7.745966692414834,7.745966692414834,53.0,54.0,62.0,55.0,56.0,78.0,66.0,55.0,51.0,30.0,25.0,27.0,34.0,31.0,29.0,27.0,18.0,4.219507705176107,4.219507705176107,4.219507705176107,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,125000.0,148877.0,46656.0,421875.0,373248.0,438976.0,456533.0,6.557438524302,7.54983443527075,7.745966692414834,8.306623862918075,7.874007874011811,8.426149773176359,8.06225774829855,8.12403840463596,44.0,24.0,61.0,63.0,67.0,74.0,41.0,57.0,46.0,58.0,61.0,42.0,44.0,41.0,52.0,42.0,49.0,3.367295829986474,2.9444389791664403,3.713572066704308,2.4849066497880004,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,226981.0,226981.0,373248.0,421875.0,438976.0,421875.0,456533.0,456533.0,7.745966692414834,7.874007874011811,8.366600265340756,8.660254037844387,8.366600265340756,8.366600265340756,8.0,8.12403840463596,68.0,68.0,64.0,70.0,66.0,67.0,68.0,70.0,69.0,63.0,68.0,67.0,63.0,71.0,70.0,57.0,63.0,4.23410650459726,4.189654742026425,4.23410650459726,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,314432.0,287496.0,195112.0,274625.0,205379.0,328509.0,287496.0,8.48528137423857,8.426149773176359,8.54400374531753,8.06225774829855,8.366600265340756,7.416198487095663,7.810249675906654,7.14142842854285,62.0,52.0,59.0,52.0,68.0,70.0,69.0,60.0,54.0,70.0,70.0,72.0,65.0,73.0,67.0,56.0,52.0,4.23410650459726,4.189654742026425,4.276666119016055,4.219507705176107,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,157464.0,110592.0,185193.0,185193.0,614125.0,300763.0,91125.0,68921.0,7.937253933193772,8.18535277187245,7.681145747868608,7.0710678118654755,7.615773105863909,7.0710678118654755,6.164414002968976,6.557438524302,71.0,61.0,76.0,73.0,54.0,50.0,76.0,80.0,69.0,72.0,72.0,39.0,33.0,63.0,61.0,37.0,36.0,4.04305126783455,3.912023005428146,4.343805421853684,3.871201010907891,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,195112.0,438976.0,226981.0,421875.0,274625.0,405224.0,216000.0,8.717797887081348,8.888194417315589,8.48528137423857,8.0,8.426149773176359,7.874007874011811,7.681145747868608,7.615773105863909,59.0,50.0,67.0,50.0,66.0,55.0,68.0,54.0,38.0,69.0,73.0,63.0,70.0,71.0,74.0,59.0,65.0,4.07753744390572,3.9512437185814275,4.143134726391533,3.9512437185814275,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,405224.0,357911.0,328509.0,438976.0,531441.0,357911.0,357911.0,7.810249675906654,8.306623862918075,8.366600265340756,8.602325267042627,7.874007874011811,7.745966692414834,7.483314773547883,7.416198487095663,65.0,63.0,70.0,69.0,72.0,72.0,62.0,70.0,75.0,61.0,64.0,39.0,39.0,41.0,61.0,34.0,40.0,4.060443010546419,4.1588830833596715,4.110873864173311,4.143134726391533,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,438976.0,226981.0,438976.0,373248.0,389017.0,287496.0,438976.0,287496.0,8.18535277187245,7.211102550927978,8.426149773176359,8.660254037844387,8.366600265340756,7.615773105863909,8.774964387392123,7.54983443527075,70.0,59.0,68.0,49.0,54.0,41.0,62.0,74.0,57.0,63.0,33.0,30.0,14.0,40.0,9.0,28.0,19.0,3.9889840465642745,3.713572066704308,3.258096538021482,3.8501476017100584,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,456533.0,493039.0,438976.0,438976.0,421875.0,357911.0,300763.0,389017.0,7.745966692414834,7.681145747868608,7.745966692414834,8.12403840463596,7.681145747868608,7.937253933193772,7.874007874011811,7.745966692414834,57.0,54.0,54.0,60.0,64.0,49.0,55.0,59.0,58.0,39.0,36.0,43.0,38.0,41.0,37.0,39.0,26.0,3.970291913552122,3.7376696182833684,3.9512437185814275,3.7612001156935624,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,405224.0,343000.0,373248.0,474552.0,205379.0,389017.0,405224.0,7.681145747868608,7.810249675906654,8.426149773176359,8.18535277187245,8.660254037844387,8.48528137423857,7.615773105863909,7.54983443527075,59.0,58.0,73.0,71.0,66.0,64.0,60.0,74.0,71.0,58.0,52.0,54.0,45.0,70.0,66.0,63.0,61.0,4.110873864173311,4.0943445622221,4.07753744390572,4.30406509320417,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,300763.0,456533.0,421875.0,512000.0,328509.0,421875.0,343000.0,7.874007874011811,7.810249675906654,8.48528137423857,8.774964387392123,8.426149773176359,8.48528137423857,7.681145747868608,7.483314773547883,62.0,71.0,57.0,63.0,57.0,50.0,60.0,65.0,68.0,56.0,54.0,51.0,39.0,67.0,68.0,54.0,54.0,4.1588830833596715,4.143134726391533,4.007333185232471,4.204692619390966,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,421875.0,493039.0,438976.0,531441.0,373248.0,405224.0,287496.0,7.681145747868608,7.54983443527075,8.602325267042627,8.366600265340756,8.660254037844387,8.12403840463596,8.426149773176359,7.745966692414834,70.0,62.0,72.0,64.0,68.0,62.0,67.0,66.0,58.0,64.0,56.0,60.0,57.0,45.0,31.0,36.0,35.0,4.07753744390572,3.6375861597263857,4.07753744390572,3.912023005428146,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,474552.0,421875.0,421875.0,438976.0,493039.0,328509.0,357911.0,405224.0,8.306623862918075,8.0,8.12403840463596,8.06225774829855,8.18535277187245,7.937253933193772,8.18535277187245,8.18535277187245,66.0,69.0,68.0,65.0,54.0,43.0,54.0,76.0,72.0,54.0,52.0,51.0,50.0,69.0,64.0,58.0,56.0,3.713572066704308,3.8918202981106265,3.9512437185814275,4.23410650459726,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,474552.0,438976.0,314432.0,405224.0,262144.0,438976.0,421875.0,8.18535277187245,8.06225774829855,8.48528137423857,8.306623862918075,8.54400374531753,8.18535277187245,8.12403840463596,7.937253933193772,64.0,54.0,63.0,53.0,58.0,51.0,66.0,66.0,58.0,70.0,64.0,60.0,57.0,71.0,68.0,62.0,60.0,4.174387269895637,4.219507705176107,4.127134385045092,4.204692619390966,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,274625.0,274625.0,262144.0,438976.0,474552.0,328509.0,250047.0,7.874007874011811,8.12403840463596,8.306623862918075,8.366600265340756,8.774964387392123,8.94427190999916,7.280109889280518,7.615773105863909,60.0,62.0,69.0,69.0,69.0,73.0,68.0,62.0,60.0,70.0,67.0,76.0,76.0,67.0,63.0,58.0,61.0,4.174387269895637,4.290459441148391,4.174387269895637,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,373248.0,405224.0,456533.0,389017.0,456533.0,405224.0,421875.0,8.12403840463596,8.366600265340756,8.366600265340756,8.426149773176359,8.18535277187245,8.12403840463596,7.937253933193772,8.18535277187245,71.0,67.0,75.0,73.0,62.0,58.0,65.0,71.0,71.0,67.0,69.0,62.0,59.0,74.0,72.0,56.0,60.0,4.110873864173311,4.174387269895637,4.204692619390966,4.248495242049359,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,389017.0,343000.0,389017.0,421875.0,438976.0,438976.0,493039.0,8.888194417315589,8.660254037844387,8.717797887081348,8.774964387392123,8.831760866327848,8.94427190999916,8.246211251235321,8.18535277187245,61.0,60.0,69.0,64.0,61.0,59.0,71.0,63.0,59.0,71.0,71.0,72.0,69.0,74.0,71.0,59.0,57.0,4.2626798770413155,4.219507705176107,4.204692619390966,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,373248.0,328509.0,474552.0,531441.0,512000.0,405224.0,438976.0,8.06225774829855,8.426149773176359,8.660254037844387,8.48528137423857,8.246211251235321,8.306623862918075,7.681145747868608,7.874007874011811,60.0,67.0,77.0,77.0,66.0,65.0,64.0,67.0,75.0,68.0,66.0,70.0,65.0,74.0,76.0,62.0,65.0,4.127134385045092,4.189654742026425,4.143134726391533,4.31748811353631,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,405224.0,405224.0,493039.0,456533.0,421875.0,287496.0,389017.0,4.58257569495584,5.0,8.0,8.366600265340756,7.810249675906654,7.615773105863909,8.12403840463596,8.18535277187245,69.0,64.0,63.0,62.0,64.0,54.0,43.0,77.0,59.0,58.0,38.0,42.0,37.0,18.0,27.0,29.0,22.0,2.995732273553991,2.70805020110221,3.58351893845611,3.5553480614894135,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,343000.0,421875.0,389017.0,166375.0,166375.0,287496.0,274625.0,7.483314773547883,7.3484692283495345,7.681145747868608,7.681145747868608,7.810249675906654,7.810249675906654,7.874007874011811,8.06225774829855,68.0,70.0,50.0,45.0,55.0,52.0,68.0,69.0,69.0,60.0,62.0,46.0,49.0,56.0,57.0,56.0,52.0,4.189654742026425,4.276666119016055,4.248495242049359,4.248495242049359,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,456533.0,551368.0,373248.0,493039.0,474552.0,493039.0,421875.0,456533.0,8.0,7.937253933193772,8.12403840463596,7.681145747868608,8.18535277187245,8.06225774829855,7.745966692414834,7.874007874011811,66.0,64.0,71.0,68.0,70.0,67.0,70.0,77.0,74.0,57.0,57.0,63.0,63.0,72.0,67.0,62.0,60.0,4.219507705176107,4.248495242049359,4.204692619390966,4.31748811353631,1
