2024-03-24 13:53:55,374 AutoFE.py:30 __init__ INFO | Namespace(cuda='0', epochs=300, ppo_epochs=20, episodes=10, file_name='lymphography', mode='classify', model='rf', metric='f1', seed=1, train_size=0.7, cv=5, shuffle=False, d_model=128, d_k=32, d_v=32, d_ff=64, n_heads=6, worker=1, steps_num=5, lr=0.0001, entropy_weight=0.0001, baseline_weight=0.95, gama=0.9, gae_lambda=0.95, batch_size=4, c_columns=['V0', 'V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17'], d_columns=[], target='label')
2024-03-24 14:00:41,126 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.6589, 0.7552, 0.6497, 0.5775, 0.652],cv:[ 0.          0.          0.06666667  0.         -0.13793103],
2024-03-24 14:00:41,126 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.6779, 0.7097, 0.7715, 0.674, 0.6136],cv:[ 0.03333333 -0.06666667  0.          0.03448276 -0.10344828],
2024-03-24 14:00:41,126 AutoFE.py:170 fit_attention INFO | epoch:14,baseline:[0.62782 0.63226 0.61421 0.60755 0.60948],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:00:41,127 AutoFE.py:176 fit_attention INFO | top_1:score:0.871264367816092
2024-03-24 14:00:41,127 AutoFE.py:176 fit_attention INFO | top_2:score:0.8583908045977011
2024-03-24 14:00:41,127 AutoFE.py:176 fit_attention INFO | top_3:score:0.8445977011494253
2024-03-24 14:00:41,127 AutoFE.py:176 fit_attention INFO | top_4:score:0.8445977011494252
2024-03-24 14:00:41,127 AutoFE.py:176 fit_attention INFO | top_5:score:0.8443678160919541
2024-03-24 14:00:42,050 ppo.py:150 update INFO | total_loss_c:-10.533364353966668,actor_loss:-10.454919707667782,entory_loss:-0.07844465225934982
2024-03-24 14:00:43,256 ppo.py:150 update INFO | total_loss_c:-10.538393201659268,actor_loss:-10.45994972733671,entory_loss:-0.07844347506761551
2024-03-24 14:00:44,444 ppo.py:150 update INFO | total_loss_c:-10.547766500510816,actor_loss:-10.46932417730296,entory_loss:-0.07844232767820358
2024-03-24 14:00:45,659 ppo.py:150 update INFO | total_loss_c:-10.561030526716648,actor_loss:-10.482589338977276,entory_loss:-0.07844119518995285
2024-03-24 14:00:46,851 ppo.py:150 update INFO | total_loss_c:-10.577783900009507,actor_loss:-10.4993438320924,entory_loss:-0.07844006270170212
2024-03-24 14:00:48,097 ppo.py:150 update INFO | total_loss_c:-10.597670592147768,actor_loss:-10.51923163362211,entory_loss:-0.07843896001577377
2024-03-24 14:00:49,310 ppo.py:150 update INFO | total_loss_c:-10.620373039210046,actor_loss:-10.541935179645026,entory_loss:-0.07843785732984543
2024-03-24 14:00:50,487 ppo.py:150 update INFO | total_loss_c:-10.645608707331787,actor_loss:-10.567171947472461,entory_loss:-0.07843676209449768
2024-03-24 14:00:51,640 ppo.py:150 update INFO | total_loss_c:-10.673124579509384,actor_loss:-10.594688924571162,entory_loss:-0.07843565195798874
2024-03-24 14:00:52,810 ppo.py:150 update INFO | total_loss_c:-10.702694124059263,actor_loss:-10.624259589688364,entory_loss:-0.0784345343708992
2024-03-24 14:00:54,054 ppo.py:150 update INFO | total_loss_c:-10.734113958550587,actor_loss:-10.655680562628403,entory_loss:-0.07843340188264847
2024-03-24 14:00:55,248 ppo.py:150 update INFO | total_loss_c:-10.767200042343159,actor_loss:-10.688767808711548,entory_loss:-0.07843223214149475
2024-03-24 14:00:56,504 ppo.py:150 update INFO | total_loss_c:-10.80178708363156,actor_loss:-10.723356048053308,entory_loss:-0.07843103259801865
2024-03-24 14:00:57,761 ppo.py:150 update INFO | total_loss_c:-10.837724477585045,actor_loss:-10.759294675822941,entory_loss:-0.07842980325222015
2024-03-24 14:00:59,077 ppo.py:150 update INFO | total_loss_c:-10.874876789812827,actor_loss:-10.796448267315412,entory_loss:-0.07842852175235748
2024-03-24 14:01:00,462 ppo.py:150 update INFO | total_loss_c:-10.91288376051319,actor_loss:-10.834456562729004,entory_loss:-0.07842721045017242
2024-03-24 14:01:01,812 ppo.py:150 update INFO | total_loss_c:-10.950872981004208,actor_loss:-10.87244711612889,entory_loss:-0.07842586934566498
2024-03-24 14:01:03,149 ppo.py:150 update INFO | total_loss_c:-10.988816761921242,actor_loss:-10.91039222473939,entory_loss:-0.07842453569173813
2024-03-24 14:01:04,473 ppo.py:150 update INFO | total_loss_c:-11.026815241244682,actor_loss:-10.948391984072574,entory_loss:-0.07842326164245605
2024-03-24 14:01:05,697 ppo.py:150 update INFO | total_loss_c:-11.065164220196614,actor_loss:-10.986742199820887,entory_loss:-0.07842202484607697
2024-03-24 14:01:07,726 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:07,771 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:07,818 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:07,867 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:07,917 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:07,971 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:08,015 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:08,061 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:08,109 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:08,160 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:08,213 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:08,258 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:08,304 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:08,351 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:08,403 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:08,457 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:08,500 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:08,546 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:08,596 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:08,648 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:08,706 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:08,749 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:08,795 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:08,843 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:08,893 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:08,948 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:08,991 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:09,037 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:09,085 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:09,136 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:09,190 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:09,231 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:09,280 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:09,331 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:09,382 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:09,439 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:09,483 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:09,529 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:09,580 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:09,634 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:09,691 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:09,735 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:09,781 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:09,829 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:09,880 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:09,933 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:09,977 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:10,023 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:10,072 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:10,123 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:10,178 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.6223, 0.5386, 0.5747, 0.6669, 0.606],cv:[ 0.1        -0.06666667  0.03333333  0.10344828 -0.13793103],
2024-03-24 14:01:10,178 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.6216, 0.4692, 0.631, 0.6885, 0.7756],cv:[ 0.1         0.03333333  0.          0.13793103 -0.06896552],
2024-03-24 14:01:10,178 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.6074, 0.6568, 0.643, 0.6285, 0.6566],cv:[ 0.1        -0.13333333  0.1         0.06896552 -0.03448276],
2024-03-24 14:01:10,179 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.7441, 0.5871, 0.4644, 0.574, 0.4644],cv:[ 0.06666667 -0.13333333  0.          0.06896552 -0.17241379],
2024-03-24 14:01:10,179 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.7094, 0.5733, 0.5697, 0.5883, 0.7283],cv:[ 0.16666667 -0.03333333  0.03333333  0.03448276 -0.06896552],
2024-03-24 14:01:10,179 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.5818, 0.5618, 0.5874, 0.5791, 0.4839],cv:[ 0.         -0.1         0.03333333 -0.03448276 -0.13793103],
2024-03-24 14:01:10,179 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.5885, 0.5814, 0.5786, 0.6283, 0.5805],cv:[ 0.03333333 -0.1         0.          0.06896552 -0.10344828],
2024-03-24 14:01:10,179 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.6352, 0.5469, 0.6628, 0.5322, 0.3191],cv:[ 0.06666667 -0.3         0.06666667  0.06896552 -0.13793103],
2024-03-24 14:01:10,179 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.7513, 0.6634, 0.5474, 0.634, 0.3499],cv:[ 0.06666667 -0.13333333 -0.06666667  0.10344828 -0.20689655],
2024-03-24 14:01:10,179 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.6405, 0.5402, 0.6648, 0.5968, 0.6287],cv:[ 0.03333333 -0.06666667 -0.03333333  0.10344828 -0.06896552],
2024-03-24 14:01:10,179 AutoFE.py:170 fit_attention INFO | epoch:15,baseline:[0.65021 0.57187 0.59238 0.61166 0.5593 ],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:01:10,180 AutoFE.py:176 fit_attention INFO | top_1:score:0.871264367816092
2024-03-24 14:01:10,180 AutoFE.py:176 fit_attention INFO | top_2:score:0.8583908045977011
2024-03-24 14:01:10,180 AutoFE.py:176 fit_attention INFO | top_3:score:0.8445977011494253
2024-03-24 14:01:10,180 AutoFE.py:176 fit_attention INFO | top_4:score:0.8445977011494253
2024-03-24 14:01:10,180 AutoFE.py:176 fit_attention INFO | top_5:score:0.8445977011494252
2024-03-24 14:01:11,146 ppo.py:150 update INFO | total_loss_c:0.39688390004181184,actor_loss:0.4753004442408017,entory_loss:-0.07841654866933823
2024-03-24 14:01:12,321 ppo.py:150 update INFO | total_loss_c:0.3910787622787595,actor_loss:0.4694941397168279,entory_loss:-0.07841537147760391
2024-03-24 14:01:13,491 ppo.py:150 update INFO | total_loss_c:0.38199650788494105,actor_loss:0.46041076475568765,entory_loss:-0.07841425389051437
2024-03-24 14:01:14,689 ppo.py:150 update INFO | total_loss_c:0.3699880363670879,actor_loss:0.4484012210992866,entory_loss:-0.07841318845748901
2024-03-24 14:01:15,909 ppo.py:150 update INFO | total_loss_c:0.3553683012269739,actor_loss:0.4337804518185857,entory_loss:-0.07841215282678604
2024-03-24 14:01:17,109 ppo.py:150 update INFO | total_loss_c:0.3384178945731252,actor_loss:0.4168290438067048,entory_loss:-0.07841114699840546
2024-03-24 14:01:18,293 ppo.py:150 update INFO | total_loss_c:0.31938874138619977,actor_loss:0.39779891533877926,entory_loss:-0.07841017097234726
2024-03-24 14:01:19,510 ppo.py:150 update INFO | total_loss_c:0.29850642158184115,actor_loss:0.3769156426051623,entory_loss:-0.07840921729803085
2024-03-24 14:01:20,737 ppo.py:150 update INFO | total_loss_c:0.27597284667855676,actor_loss:0.3543811214781421,entory_loss:-0.07840827852487564
2024-03-24 14:01:21,958 ppo.py:150 update INFO | total_loss_c:0.2519699420027925,actor_loss:0.3303772743039323,entory_loss:-0.07840733230113983
2024-03-24 14:01:23,216 ppo.py:150 update INFO | total_loss_c:0.2266593314803732,actor_loss:0.3050657212830675,entory_loss:-0.07840638607740402
2024-03-24 14:01:24,421 ppo.py:150 update INFO | total_loss_c:0.20018795769662923,actor_loss:0.27859339606018135,entory_loss:-0.07840543985366821
2024-03-24 14:01:25,621 ppo.py:150 update INFO | total_loss_c:0.17268604161640866,actor_loss:0.2510905121495412,entory_loss:-0.07840447872877121
2024-03-24 14:01:26,820 ppo.py:150 update INFO | total_loss_c:0.14427109464355467,actor_loss:0.22267457797475815,entory_loss:-0.07840348780155182
2024-03-24 14:01:27,996 ppo.py:150 update INFO | total_loss_c:0.11504902277674525,actor_loss:0.19345149059381336,entory_loss:-0.07840247452259064
2024-03-24 14:01:29,213 ppo.py:150 update INFO | total_loss_c:0.08511317926025318,actor_loss:0.16351460101580548,entory_loss:-0.07840141654014587
2024-03-24 14:01:30,383 ppo.py:150 update INFO | total_loss_c:0.054548641776726296,actor_loss:0.13294898319809204,entory_loss:-0.07840033620595932
2024-03-24 14:01:31,586 ppo.py:150 update INFO | total_loss_c:0.023430090109862436,actor_loss:0.10182931245402252,entory_loss:-0.07839922606945038
2024-03-24 14:01:32,776 ppo.py:150 update INFO | total_loss_c:-0.008175054982855912,actor_loss:0.07022300656084716,entory_loss:-0.07839806377887726
2024-03-24 14:01:33,998 ppo.py:150 update INFO | total_loss_c:-0.04020787695022854,actor_loss:0.03818897387412754,entory_loss:-0.07839684933423996
2024-03-24 14:01:36,044 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:36,088 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:36,134 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:36,183 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:36,233 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:36,289 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:36,333 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:36,379 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:36,428 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:36,479 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:36,535 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:36,578 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:36,625 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:36,675 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:36,728 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:36,784 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:36,828 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:36,875 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:36,925 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:36,977 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:37,032 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:37,076 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:37,123 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:37,173 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:37,225 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:37,281 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:37,324 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:37,370 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:37,418 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:37,471 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:37,525 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:37,569 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:37,615 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:37,665 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:37,717 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:37,774 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:37,818 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:37,864 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:37,914 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:37,967 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:38,023 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:38,066 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:38,114 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:38,163 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:38,217 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:38,274 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:01:38,319 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:01:38,365 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:01:38,416 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:01:38,470 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:01:38,525 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.5713, 0.5857, 0.5306, 0.6354, 0.8099],cv:[ 0.06666667  0.          0.1         0.06896552 -0.03448276],
2024-03-24 14:01:38,525 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.5377, 0.5657, 0.4793, 0.4625, 0.6313],cv:[ 0.06666667  0.          0.          0.10344828 -0.17241379],
2024-03-24 14:01:38,525 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.5271, 0.6349, 0.6007, 0.4593, 0.4032],cv:[ 0.03333333 -0.16666667  0.1         0.10344828 -0.20689655],
2024-03-24 14:01:38,526 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.6018, 0.4602, 0.4108, 0.4395, 0.4811],cv:[ 0.03333333 -0.2         0.          0.17241379 -0.10344828],
2024-03-24 14:01:38,526 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.7232, 0.6009, 0.5628, 0.7487, 0.8651],cv:[0.06666667 0.03333333 0.06666667 0.10344828 0.03448276],
2024-03-24 14:01:38,526 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.7018, 0.748, 0.8101, 0.66, 0.46],cv:[ 0.03333333 -0.2         0.06666667 -0.03448276 -0.06896552],
2024-03-24 14:01:38,526 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.4786, 0.591, 0.451, 0.6474, 0.5924],cv:[ 0.06666667 -0.06666667  0.03333333  0.06896552 -0.13793103],
2024-03-24 14:01:38,526 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.612, 0.6322, 0.4972, 0.4832, 0.5729],cv:[ 0.06666667 -0.1         0.06666667  0.13793103 -0.13793103],
2024-03-24 14:01:38,526 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.5657, 0.6821, 0.4738, 0.7963, 0.8384],cv:[0.         0.         0.03333333 0.13793103 0.        ],
2024-03-24 14:01:38,526 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.6605, 0.532, 0.5044, 0.4547, 0.6683],cv:[ 0.06666667 -0.06666667  0.03333333  0.03448276 -0.06896552],
2024-03-24 14:01:38,526 AutoFE.py:170 fit_attention INFO | epoch:16,baseline:[0.59797 0.60327 0.53207 0.5787  0.63226],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:01:38,527 AutoFE.py:176 fit_attention INFO | top_1:score:0.871264367816092
2024-03-24 14:01:38,527 AutoFE.py:176 fit_attention INFO | top_2:score:0.8650574712643678
2024-03-24 14:01:38,527 AutoFE.py:176 fit_attention INFO | top_3:score:0.8583908045977011
2024-03-24 14:01:38,527 AutoFE.py:176 fit_attention INFO | top_4:score:0.8445977011494253
2024-03-24 14:01:38,527 AutoFE.py:176 fit_attention INFO | top_5:score:0.8445977011494253
2024-03-24 14:01:39,472 ppo.py:150 update INFO | total_loss_c:-0.048937502103836655,actor_loss:0.02945784966370333,entory_loss:-0.07839534431695938
2024-03-24 14:01:40,651 ppo.py:150 update INFO | total_loss_c:-0.06385976610410751,actor_loss:0.014534348867053383,entory_loss:-0.07839411497116089
2024-03-24 14:01:41,789 ppo.py:150 update INFO | total_loss_c:-0.08958821020668886,actor_loss:-0.011195303719700789,entory_loss:-0.07839290052652359
2024-03-24 14:01:42,950 ppo.py:150 update INFO | total_loss_c:-0.12476933714501222,actor_loss:-0.04637762647620996,entory_loss:-0.07839170843362808
2024-03-24 14:01:44,141 ppo.py:150 update INFO | total_loss_c:-0.1682252347390886,actor_loss:-0.08983471839835602,entory_loss:-0.07839051634073257
2024-03-24 14:01:45,356 ppo.py:150 update INFO | total_loss_c:-0.218926943160594,actor_loss:-0.14053763753920842,entory_loss:-0.07838930934667587
2024-03-24 14:01:46,548 ppo.py:150 update INFO | total_loss_c:-0.27597129914645324,actor_loss:-0.19758323330167898,entory_loss:-0.07838807255029678
2024-03-24 14:01:47,765 ppo.py:150 update INFO | total_loss_c:-0.3385641663851061,actor_loss:-0.2601773932160654,entory_loss:-0.07838677614927292
2024-03-24 14:01:49,023 ppo.py:150 update INFO | total_loss_c:-0.40600597058872623,actor_loss:-0.32762054895500586,entory_loss:-0.07838542759418488
2024-03-24 14:01:50,244 ppo.py:150 update INFO | total_loss_c:-0.47767897600240516,actor_loss:-0.39929498711533357,entory_loss:-0.07838399708271027
2024-03-24 14:01:51,490 ppo.py:150 update INFO | total_loss_c:-0.5530393898537905,actor_loss:-0.4746569201401027,entory_loss:-0.0783824697136879
2024-03-24 14:01:52,634 ppo.py:150 update INFO | total_loss_c:-0.6316047802259583,actor_loss:-0.553223941444363,entory_loss:-0.07838084548711777
2024-03-24 14:01:53,783 ppo.py:150 update INFO | total_loss_c:-0.7129513248599434,actor_loss:-0.634572231004324,entory_loss:-0.07837909460067749
2024-03-24 14:01:54,926 ppo.py:150 update INFO | total_loss_c:-0.7967036722779263,actor_loss:-0.7183264507532109,entory_loss:-0.07837722450494766
2024-03-24 14:01:56,076 ppo.py:150 update INFO | total_loss_c:-0.8824131500228536,actor_loss:-0.8040379408999574,entory_loss:-0.07837521284818649
2024-03-24 14:01:57,278 ppo.py:150 update INFO | total_loss_c:-0.9690429715289085,actor_loss:-0.890669942445895,entory_loss:-0.0783730298280716
2024-03-24 14:01:58,573 ppo.py:150 update INFO | total_loss_c:-1.0565231236218628,actor_loss:-0.9781524437069115,entory_loss:-0.07837068289518356
2024-03-24 14:01:59,821 ppo.py:150 update INFO | total_loss_c:-1.1443245647903038,actor_loss:-1.0659563852902008,entory_loss:-0.078368179500103
2024-03-24 14:02:00,978 ppo.py:150 update INFO | total_loss_c:-1.2323119215362646,actor_loss:-1.1539464033835507,entory_loss:-0.0783655196428299
2024-03-24 14:02:02,206 ppo.py:150 update INFO | total_loss_c:-1.3193095440045388,actor_loss:-1.2409468131140262,entory_loss:-0.07836272567510605
2024-03-24 14:02:04,290 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:02:04,334 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:02:04,380 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:02:04,432 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:02:04,486 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:02:04,542 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:02:04,587 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:02:04,634 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:02:04,683 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:02:04,736 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:02:04,791 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:02:04,836 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:02:04,880 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:02:04,931 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:02:04,983 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:02:05,041 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:02:05,084 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:02:05,131 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
