V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,label
2421.7,96.4,266.5,28893.9,705.9,57.5,127.8,231.8,639.1,3131.2,331.1,328.3,274.2,349.3,134.9,175.3,368.0,180.2,180.5,703.4,2412.9,206.4,4.3,127.1,1543.8,14.1,11.3,37.4,275.5,416.6,131.4,452.6,615.6,2505.6,1344.3,218.2,9001.9,27.4,69.9,487.9,1152.1,113.9,123.1,107.8,1799.0,248.7,4875.8,66.6,993.6,144.9,89.3,240.8,367.2,848.5,247.7,356.3,1233.2,1570.4,196.5,698.9,1011.0,214.0,640.2,6661.3,45.4,111.8,144.1,172.3,278.5,2786.5,1208.9,421.2,859.1,7.9,6.9,45.0,172.1,8.4,165.0,1288.8,689.7,199.0,112.0,134.1,267.2,360.1,91.0,194.4,209.3,143.4,105.7,147.8,758.0,283.5,79.8,289.1,188.3,5.8,9.2,35.2,1
517.6,440.8,841.3,32289.7,2336.6,524.2,333.5,778.4,4815.3,2850.9,531.1,2626.2,705.0,6448.5,215.0,684.1,413.8,29.6,2970.9,281.2,4113.1,734.7,201.5,141.4,775.5,191.0,31.2,68.3,365.8,1063.5,111.7,1118.3,857.3,1062.7,686.1,335.0,521.5,80.6,9.0,394.1,296.3,36.0,1173.5,1358.5,2735.8,1892.8,88529.0,304.6,2802.3,531.2,1306.3,2068.3,307.7,1123.0,1284.2,2242.9,7912.2,2618.0,397.2,235.7,291.1,486.7,2381.0,89575.9,56.0,124.9,250.1,269.2,1124.0,1408.5,982.5,2145.0,4293.2,12.1,185.0,564.9,613.8,14.8,1844.8,1157.2,3505.4,437.9,1154.6,472.8,724.8,419.6,382.0,278.9,536.3,157.0,221.5,253.7,1542.1,1480.0,190.8,1280.5,641.8,16.4,28.6,3780.6,1
963.3,329.9,193.1,15169.1,1828.6,220.0,409.0,489.5,461.2,407.3,585.5,190.1,294.3,315.6,221.0,205.5,11415.8,98.4,14.5,26.1,189.0,37.4,13.4,189.2,880.9,5.0,30.0,144.3,167.7,231.1,79.1,881.4,889.5,142.2,58.6,83.6,57.3,102.7,4.5,119.6,786.8,236.8,1610.7,303.2,358.2,686.7,2735.6,176.7,343.8,228.1,446.8,685.9,1638.1,2206.0,242.5,372.5,1534.5,2197.9,115.7,2.8,93.5,258.2,53.7,2149.2,11.4,126.7,1235.9,261.9,295.3,259.8,407.0,657.7,6105.9,11.5,156.7,57.5,312.7,8.1,207.2,1131.6,1666.2,225.0,1310.9,191.1,197.5,110.2,123.3,260.7,176.9,329.9,44.1,127.7,635.7,2877.7,289.7,96.9,225.7,211.7,36.8,105.8,1
405.7,268.6,257.1,19062.8,1619.4,222.4,267.4,690.1,3450.4,743.7,942.5,311.5,134.8,709.7,1339.2,721.8,408.5,116.4,183.1,328.3,283.6,194.9,179.3,81.5,114.9,102.5,38.3,88.8,190.5,660.9,91.7,977.2,1257.9,1340.6,2419.6,121.4,141.2,4.7,9.8,583.8,308.3,394.2,561.4,739.6,1641.5,1042.8,10565.5,169.4,1252.6,735.2,881.1,1266.3,313.3,726.0,485.0,233.0,1751.2,2442.4,46.7,4.8,98.5,224.5,270.7,11173.7,110.3,9.6,719.4,208.8,881.6,780.1,410.7,622.5,985.9,148.7,647.5,884.7,302.3,61.1,950.0,1756.5,2768.8,777.3,628.7,1126.5,709.8,274.7,329.5,139.9,709.3,315.3,105.6,263.8,667.4,550.7,713.1,419.6,421.2,126.0,91.3,230.0,1
424.3,5442.0,243.8,35610.8,6876.4,1744.3,1008.0,5651.0,24657.1,1015.3,448.8,878.7,537.7,1657.0,535.0,1364.6,2520.8,328.5,7740.7,217.8,1869.1,218.8,510.1,344.3,311.4,20.8,20.3,1065.0,384.2,1399.8,237.3,1133.3,1287.0,355.6,469.5,232.5,154.6,48.9,29.5,452.7,367.3,467.4,1515.6,2664.8,1831.6,16777.4,60710.4,5250.1,1573.0,2729.7,5521.9,6244.4,763.9,1382.5,794.4,1915.3,8224.0,2561.0,377.5,933.0,1437.9,842.0,2529.7,62407.5,682.7,1444.0,1342.6,894.4,947.8,605.3,1114.4,2510.2,6581.8,1625.6,3786.3,412.4,946.5,14.5,4336.4,1773.6,2862.6,549.4,1188.1,933.4,1090.4,940.4,1856.7,381.9,999.8,910.9,196.6,749.1,510.5,1948.2,161.4,1681.2,669.7,66.1,222.8,8046.7,1
150.2,435.6,328.0,36604.2,1811.0,160.5,348.1,572.0,1690.7,1648.1,444.2,862.9,478.4,487.9,440.1,302.9,313.4,91.0,248.8,2980.7,185.0,298.9,75.4,8.3,584.7,183.5,8.0,9.4,215.6,1061.9,80.8,1351.0,971.6,10619.5,69.6,195.1,6892.5,81.5,91.8,792.6,101.5,98.9,393.9,84.8,3857.7,2043.2,8009.5,98.8,1163.5,113.3,255.3,344.4,518.7,902.2,549.3,767.4,4325.9,788.9,23.9,31.8,84.3,151.1,153.5,7415.4,83.6,29.4,1268.0,212.5,1403.9,4469.7,502.5,856.1,1638.9,19.7,10.2,336.5,358.5,13.3,360.9,963.1,2171.9,223.0,82.6,847.1,195.2,557.8,156.9,582.5,2619.9,321.6,100.2,58.9,935.1,312.8,5179.5,374.0,249.7,15.4,32.9,217.7,1
134.7,42.5,189.3,27331.8,1438.6,300.9,348.9,553.1,2370.3,1407.1,941.2,328.0,151.2,1129.5,99.9,494.7,2404.4,59.8,101.6,291.0,90.3,97.9,9.1,19.6,58.8,69.0,13.6,4.2,158.3,169.6,91.4,363.8,694.0,1145.8,1214.3,78.0,1798.5,12.5,46.9,430.5,57.0,332.6,912.5,83.3,601.6,61.8,1640.0,61.7,4551.9,102.7,111.5,306.5,521.8,695.9,325.1,260.6,963.1,2251.8,127.6,356.8,335.5,109.9,536.0,2220.5,57.5,64.0,812.9,80.4,565.1,764.3,210.0,587.8,598.4,25.6,183.0,180.3,747.8,15.8,2883.2,2022.1,2759.8,99.2,104.0,121.1,170.8,215.3,455.3,106.6,136.0,40.5,23.2,80.6,513.2,907.3,632.8,121.3,572.5,16.4,102.5,145.0,1
339.6,532.3,663.1,34935.5,781.9,397.0,179.0,963.2,6103.0,373.1,498.2,2260.2,589.4,533.8,389.5,399.8,881.0,199.7,1102.4,576.3,1280.9,393.5,460.8,10.2,425.9,171.4,53.8,18.4,576.9,867.1,216.1,1526.7,1096.2,2965.3,750.9,346.4,6397.6,20.3,94.9,874.2,227.3,95.2,660.5,739.7,2153.6,2130.0,23205.9,198.9,765.6,287.9,474.5,1222.7,188.1,1182.0,581.2,1414.0,7584.7,1017.1,162.8,101.9,369.1,268.4,1034.5,19579.3,97.8,159.1,2689.8,898.1,829.2,1803.0,355.7,737.5,4524.1,23.0,174.3,86.8,769.1,190.4,1231.6,1433.0,2742.2,495.2,859.6,221.3,1028.6,597.8,371.6,524.4,3685.0,495.5,541.9,431.3,1476.6,1019.4,3539.2,916.3,254.1,206.5,38.2,1211.2,1
302.8,4899.2,173.6,22963.8,8919.7,919.2,1086.7,4951.3,17575.5,1920.2,501.9,4057.6,350.5,753.3,1834.3,1493.0,782.7,14.2,6287.3,17.8,2344.8,541.2,334.5,185.6,211.6,154.1,15.4,596.1,152.6,1577.9,45.0,1209.5,1220.7,133.5,459.3,34.0,39.7,12.1,15.4,575.7,225.0,163.8,971.0,1886.0,2369.4,13247.7,37562.7,296.0,1643.2,1778.3,1978.4,3163.0,1354.9,1619.3,568.8,4286.8,8503.4,1787.5,294.0,617.3,1056.5,1668.2,4067.8,37805.7,66.9,268.1,1334.5,328.5,436.4,77.3,941.8,2927.9,9848.9,443.8,1013.0,1255.8,291.1,31.4,1912.3,988.5,3861.4,440.6,2497.4,1964.6,369.9,1269.5,676.5,131.2,242.2,1202.8,133.1,376.4,195.3,1375.0,224.8,2279.3,1033.1,13.0,168.3,6850.4,1
543.2,3382.4,125.6,16331.8,7244.8,1203.4,945.9,4839.3,20325.4,1333.4,651.6,2334.9,411.4,2566.7,967.8,1233.4,876.2,43.5,3204.8,44.3,2881.8,134.0,446.4,101.3,134.6,79.7,23.2,972.2,437.9,965.6,64.2,2056.7,1611.9,146.7,594.0,426.9,308.5,17.2,75.8,205.2,457.4,203.1,952.2,2105.2,1530.3,13112.0,56132.0,740.8,1348.2,7449.9,9022.5,11062.3,919.5,2031.8,659.0,1643.5,3892.7,2523.7,211.1,687.6,817.8,1358.0,3157.1,51972.8,344.3,509.4,311.8,387.9,561.5,141.9,465.6,1604.3,6903.7,2387.1,4795.0,326.6,437.8,99.4,1765.0,3131.6,2094.7,210.6,3080.5,1314.7,816.7,1616.5,657.6,320.8,449.2,384.2,239.0,844.2,682.6,1424.8,11.0,1790.9,748.7,12.1,277.5,3937.6,1
551.2,173.4,152.6,23938.5,514.2,341.2,310.9,393.4,296.5,378.1,438.3,195.3,116.3,611.4,288.0,217.9,1974.2,281.3,99.9,403.2,238.6,454.2,13.0,276.9,130.1,162.2,66.8,7.3,522.6,2496.5,86.0,619.3,723.5,24214.8,87.5,270.5,362.0,367.6,55.7,169.0,267.5,182.6,709.3,331.2,3407.6,153.5,2429.9,703.2,3874.6,325.5,363.5,625.8,814.7,1272.1,753.2,268.4,2394.4,3161.1,32.0,32.0,113.0,325.3,157.6,3221.5,5525.2,12796.3,365.8,38.2,1879.1,2739.4,245.0,2374.7,695.3,17.2,22.0,120.5,163.8,87.9,345.0,638.7,5574.5,265.7,216.9,323.2,188.6,947.8,112.1,265.0,173.7,91.0,422.6,111.8,11048.1,446.7,6.6,194.1,623.9,190.0,18.2,118.5,1
343.4,2.8,271.6,29436.1,772.7,197.4,268.3,474.2,751.6,1274.3,597.2,426.1,225.9,302.5,31.1,365.9,1028.7,56.2,63.1,845.5,850.4,346.2,111.8,26.9,749.3,90.8,82.7,1.7,233.6,307.4,176.5,425.6,681.6,2453.3,463.0,313.1,7606.9,692.8,233.0,728.8,153.3,120.6,221.3,292.9,1825.2,129.7,3550.0,86.9,384.7,239.6,90.0,113.6,326.1,857.7,427.7,386.8,1380.5,717.8,153.0,38.8,4.8,184.0,21.2,4002.7,7.2,194.4,1843.6,63.6,983.4,1920.8,389.8,589.2,601.0,8.6,196.3,402.8,310.9,13.4,152.6,824.5,3783.8,474.0,182.5,167.6,1289.3,257.0,59.7,361.1,1769.6,258.1,232.8,99.3,764.6,398.1,6950.0,343.0,267.8,207.1,27.1,28.5,1
400.2,6248.3,673.5,41953.8,6225.0,1023.7,919.7,4024.7,18545.4,2546.3,547.7,6254.2,701.0,2099.9,692.0,1078.8,2070.3,264.0,4943.9,281.0,3329.8,779.9,422.0,159.5,319.3,78.8,23.0,339.0,874.7,1568.8,61.6,1447.4,882.6,2067.8,599.7,821.6,3424.3,117.8,81.3,409.7,255.2,210.6,795.2,1426.2,1371.3,18606.6,43964.8,6047.9,1972.0,2748.1,4316.6,4581.1,787.9,1226.1,920.3,3399.8,11095.9,4174.5,379.7,3429.6,2933.2,361.5,2665.1,36403.0,136.6,254.6,1702.3,808.1,854.6,1056.8,250.0,2137.2,9503.2,401.4,1450.1,991.9,350.3,265.1,2848.9,2408.1,4808.7,796.7,718.0,1346.4,1454.1,462.3,1609.4,357.6,865.1,641.5,520.4,371.3,397.8,1080.4,579.1,1468.1,583.1,113.6,219.4,5003.6,1
164.5,2603.7,85.5,27696.9,2071.4,1706.3,1220.4,2162.7,9597.0,1502.9,388.6,1355.9,29.7,294.8,644.7,347.0,675.2,248.9,3146.0,78.0,1191.1,245.1,214.1,95.3,35.9,153.0,11.9,7.9,340.6,676.7,99.7,886.3,1699.6,158.2,1021.8,28.9,4.3,13.8,39.6,172.7,174.3,103.8,4848.1,1081.7,1135.3,8397.8,30099.9,313.4,2323.1,1555.2,1865.7,3018.0,1572.0,1872.8,450.5,1502.5,5284.1,2667.0,1486.8,76.7,153.1,330.8,1584.2,29143.8,93.7,220.8,901.2,388.7,948.5,99.9,457.0,1199.4,4900.0,804.4,1719.1,276.1,627.4,21.5,1456.3,1385.9,4479.6,718.9,1910.9,717.5,465.8,1103.7,379.0,205.8,1581.3,549.9,184.0,431.4,294.5,6410.8,188.1,1236.3,305.0,17.2,688.5,3045.3,1
162.8,163.3,295.3,17537.9,1494.5,422.7,327.0,611.3,3329.5,1424.0,648.3,1019.8,59.8,1370.4,19.0,213.0,730.2,32.7,203.8,820.1,340.9,41.9,132.5,47.1,60.8,7.0,24.9,7.5,139.9,588.5,113.3,1048.4,650.2,4194.1,415.8,35.5,5720.7,79.9,42.3,266.4,139.2,544.5,788.4,224.4,2374.1,628.2,6082.1,246.6,724.2,148.3,226.7,517.5,806.5,1300.6,714.3,529.7,3344.3,2656.8,147.5,537.1,665.2,156.5,119.8,5647.0,171.0,138.4,637.9,226.4,443.3,1808.7,430.5,1034.4,1041.3,11.8,107.7,349.4,290.6,3.7,685.9,1145.6,2603.5,502.8,1152.3,175.3,727.9,165.6,231.7,295.6,180.2,227.2,128.2,49.4,832.9,1597.8,217.3,256.2,2594.0,63.7,31.3,436.6,1
598.9,2004.3,952.6,32054.6,3266.0,646.3,319.4,2096.0,10113.0,1222.9,544.5,1877.2,179.5,3439.3,274.0,701.5,1782.7,20.1,2030.4,304.2,1854.9,501.3,230.7,49.7,201.3,107.5,13.7,930.3,387.3,820.6,62.2,1102.8,1484.1,995.3,745.4,430.8,749.7,84.7,61.1,782.9,593.8,89.7,683.3,1320.3,1910.0,7775.7,33246.4,2019.5,1581.9,1646.1,2822.0,3929.7,647.3,902.7,906.5,1326.9,4403.0,3241.4,137.6,147.0,266.4,472.3,1169.0,33032.2,76.1,188.7,884.5,226.0,891.9,618.5,608.9,795.7,4201.8,528.2,1431.8,778.0,548.3,13.6,1691.8,1119.6,4178.6,164.6,1289.3,487.0,549.2,640.7,446.6,117.3,1129.8,561.0,199.6,315.5,950.8,631.5,235.5,1267.6,420.7,11.3,76.1,2552.3,1
320.7,1288.2,281.0,27518.1,1465.4,987.6,765.4,1927.5,3195.0,732.2,609.5,557.7,235.7,382.8,400.3,470.7,729.8,257.3,835.1,89.6,720.0,278.0,172.6,8.0,111.2,76.4,27.7,112.4,130.7,856.1,123.3,917.5,1997.6,593.0,120.1,60.6,7.9,15.3,10.9,467.5,314.1,381.5,862.6,694.8,1113.5,4370.4,42984.2,302.6,787.9,3338.3,4587.9,4592.6,550.3,1239.2,407.8,632.5,2101.0,859.0,151.9,97.5,98.5,479.8,1117.8,41199.9,100.7,155.0,537.6,391.5,704.4,307.0,382.7,367.2,2135.6,246.1,381.3,401.7,150.7,160.4,681.9,1034.0,3219.8,177.6,588.3,353.9,679.1,332.1,325.1,110.2,835.8,267.4,192.5,286.1,627.4,1311.3,462.3,588.0,502.9,229.2,258.2,963.1,1
311.5,106.5,595.8,30883.9,690.3,638.0,370.0,1231.0,1998.3,400.8,356.1,411.8,128.8,179.8,122.0,239.5,1298.8,43.2,9.5,149.4,205.4,63.7,21.5,111.7,36.5,94.9,22.6,28.5,273.7,21.0,117.5,759.4,573.3,1109.1,253.2,184.8,588.3,25.7,63.6,167.2,337.1,467.9,1845.9,335.6,1072.4,149.9,2875.9,3911.7,707.8,295.0,409.6,678.4,921.7,2256.9,354.9,498.0,2269.3,1105.7,44.3,171.1,298.9,222.7,263.8,3274.7,10.1,28.6,364.6,130.2,695.0,1866.5,377.2,218.1,989.4,12.1,14.2,465.9,447.2,4.2,364.8,1599.2,1774.0,209.4,291.9,184.4,335.3,171.2,101.1,50.8,940.1,130.5,108.3,243.6,549.6,3341.7,10.5,456.7,280.3,237.2,38.1,246.1,1
262.8,3607.8,77.8,33719.6,3274.6,250.8,240.1,347.4,10279.7,1577.4,704.6,1479.9,169.5,346.5,289.6,186.4,448.2,159.5,2075.9,15.8,858.0,205.9,133.6,31.7,111.3,91.6,11.4,10.9,166.7,742.9,174.5,863.9,1013.0,35.6,1006.8,116.4,10.9,12.9,7.8,125.5,246.3,122.0,1777.1,1012.1,1384.8,11238.3,16200.2,689.9,1106.6,5361.6,8047.1,8860.3,724.5,1251.6,680.3,902.2,2781.5,1433.5,405.8,94.2,232.7,689.1,795.4,17357.4,293.1,456.8,1519.9,517.7,532.5,173.0,966.7,932.7,4673.3,1376.6,3985.1,572.3,420.9,62.2,758.8,1982.2,944.9,316.7,1726.7,377.8,318.9,1113.6,252.9,138.4,567.3,634.9,113.3,185.5,85.1,3082.8,286.1,845.3,476.1,64.5,167.8,2590.8,0
798.0,4159.2,61.1,25585.1,5234.1,1635.9,1016.9,3389.2,21634.9,1425.0,477.9,1646.8,682.3,2695.5,1013.7,1592.6,842.7,8562.4,10972.8,33.4,2879.9,807.7,358.4,452.4,467.1,165.8,356.9,1563.3,902.9,1411.6,1024.3,1686.3,774.2,316.5,826.8,320.6,58.7,1333.1,1255.2,396.7,579.3,687.3,2357.2,2453.5,2781.4,14534.3,90230.8,4642.6,1623.3,1934.0,3365.7,4857.7,1231.7,1939.6,773.4,3000.7,9512.9,3337.9,796.1,720.7,695.9,633.3,2497.0,89495.6,403.4,654.4,403.5,567.0,1746.2,49.7,1099.2,4802.0,7444.4,1917.7,5678.1,1701.9,584.9,188.7,2886.3,1502.8,2027.6,1163.9,2024.8,800.7,1676.2,868.2,1541.1,342.6,465.2,1234.7,582.0,632.8,292.0,5025.0,36.9,5265.4,1459.1,922.4,1602.3,11093.3,0
174.4,382.5,44.6,23988.7,1735.5,1047.3,702.9,1448.1,1755.0,1242.0,731.8,317.8,356.1,1666.5,162.9,447.5,868.8,108.5,2395.4,23.7,285.7,144.9,52.0,34.3,134.0,59.1,253.2,15.7,214.9,428.9,29.5,821.1,984.4,93.0,494.1,168.3,33.7,11.3,33.6,189.9,115.5,193.1,1260.7,254.1,1126.5,1627.1,30728.8,768.1,1213.1,1099.9,1994.7,2959.2,513.6,1387.4,2372.6,753.6,814.7,1818.2,169.7,17.8,53.2,214.5,1836.0,29709.7,128.6,134.5,189.3,160.3,338.2,262.0,353.1,326.0,1691.8,316.7,384.6,297.1,388.7,6.9,1195.9,2746.2,1689.9,165.5,417.4,160.2,438.1,224.5,238.7,20.3,160.1,168.8,63.2,106.4,271.6,1808.8,47.8,194.1,854.2,19.1,220.5,2434.5,0
607.5,6265.7,81.4,22564.6,10204.7,2222.1,7241.9,9906.4,17830.6,4315.6,916.5,6396.5,710.4,1454.4,579.1,2131.9,2057.5,2842.5,14664.4,16.5,3035.5,908.9,469.6,162.5,151.8,609.6,278.6,6294.4,2525.9,3082.7,143.0,3272.0,996.9,198.0,1518.8,1658.0,15.2,741.7,600.9,432.3,566.4,257.3,1313.6,3402.3,1481.1,20439.5,37531.0,2397.3,3199.8,3388.7,4304.2,6455.0,862.7,2165.1,1570.8,2986.6,9741.6,3462.2,1229.4,724.0,924.3,2643.9,1964.9,35835.8,907.2,908.4,750.3,5231.3,1277.7,65.3,1491.7,6377.0,13476.9,9322.0,15903.8,830.1,843.6,533.1,4512.4,1036.3,2464.9,7105.0,5025.1,1908.2,1306.1,1553.8,2164.4,289.5,508.4,1761.0,1567.8,1419.7,386.1,1831.8,482.4,3317.6,1062.9,133.9,1550.1,17519.3,0
479.9,2409.8,113.4,22779.2,4255.5,510.2,430.6,1632.0,16205.2,881.0,639.0,2031.8,116.3,1875.8,441.2,2157.8,746.3,35.4,1678.3,6.9,1135.6,613.5,239.7,291.5,139.0,252.2,41.2,931.5,253.1,653.2,145.0,958.6,1801.2,152.8,430.1,161.1,43.8,370.4,325.1,704.8,251.6,139.2,920.7,1064.6,1737.9,8249.6,30137.9,9336.7,1318.2,2028.6,3081.0,4857.8,650.6,1037.5,637.3,1792.6,3777.6,2098.6,309.4,108.0,183.2,358.7,963.2,29740.1,137.0,172.9,647.9,200.2,580.6,69.0,400.1,1920.5,4461.0,879.0,1590.1,630.3,392.1,133.0,1460.7,1150.5,3556.1,265.7,1244.1,638.2,901.4,480.7,776.7,124.2,1102.8,296.8,95.4,542.1,203.2,1524.4,1299.3,1299.0,482.3,137.4,114.1,2077.2,0
610.3,1521.5,223.1,13497.8,689.8,338.2,353.7,1336.0,7917.2,420.3,402.0,728.7,238.1,743.2,549.4,384.0,469.8,220.7,1491.5,16.8,903.7,38.7,376.6,208.5,78.5,318.1,18.5,36.0,489.4,5965.8,141.0,854.4,834.6,19032.0,417.0,544.3,100.7,111.2,190.7,386.2,802.5,80.4,656.1,426.0,2179.9,5469.3,42747.6,365.0,2514.4,492.6,608.8,1990.4,663.9,1281.5,497.5,479.7,2194.7,2132.8,184.8,56.4,121.1,472.3,390.4,42411.0,222.5,217.4,451.7,2445.5,1460.4,288.0,430.1,2797.3,1718.6,1237.9,3473.8,174.4,361.7,341.5,1109.6,1149.9,3133.5,568.4,976.3,628.6,282.8,234.0,310.9,436.2,325.2,571.9,492.6,227.4,11740.9,835.2,75.0,568.9,300.1,25.3,35.7,1560.8,0
750.9,4664.1,155.6,24107.2,5474.8,1399.1,1710.1,1465.7,15482.1,1758.4,1098.9,3558.0,1377.5,491.1,627.7,403.8,2155.2,78.4,4990.1,47.9,2577.1,216.4,6.3,2606.8,473.3,62.6,9.9,28.2,2870.8,1816.7,55.2,1569.0,717.4,522.6,121.9,1114.8,13821.6,18.0,3.8,212.8,480.2,1539.5,2120.9,272.4,1694.0,11526.9,19163.4,1687.4,611.5,5795.3,4139.4,7906.7,1293.3,1864.2,1511.7,2733.4,6562.9,712.4,115.8,615.8,573.4,111.4,1602.2,18287.2,260.6,479.2,284.0,560.0,1564.1,338.8,1527.5,1106.6,11040.7,1101.0,1565.2,457.5,697.4,134.7,1923.0,1652.4,5722.1,423.9,3417.5,403.4,1526.4,469.5,378.6,165.9,1089.1,395.4,576.8,248.2,1687.3,2723.2,23.4,1249.3,1081.9,34.4,115.5,5309.8,0
734.0,13724.3,223.7,19456.2,9793.6,5096.2,3817.7,16282.7,33973.8,3240.1,592.4,9379.4,1034.7,4303.0,3805.1,1633.6,1370.2,8457.4,25922.1,85.7,6330.3,603.1,478.3,663.3,98.7,120.4,468.9,641.7,1602.3,1967.5,679.5,4748.5,896.1,283.2,1154.4,894.5,18.9,1916.0,2157.5,312.9,605.8,295.2,1504.4,4125.3,2814.8,33610.6,55911.1,1795.4,3455.7,7359.3,9759.9,14190.2,1440.9,2211.4,1188.1,9879.1,14694.5,4780.1,698.7,2107.6,2884.0,572.5,8422.3,52226.5,1320.7,2029.4,495.7,1643.4,2592.3,159.1,1995.6,5530.5,20245.3,3321.3,8893.7,1583.7,1297.8,324.3,6880.3,836.0,7097.2,1142.2,2874.9,3294.1,1568.2,1534.9,3005.5,399.3,534.1,4627.3,1012.2,1487.3,537.0,2521.7,110.4,4858.2,2036.2,525.1,1824.1,26741.1,0
100.0,308.4,868.1,13760.9,89.1,601.8,738.2,1430.8,38.9,4966.9,8769.8,417.5,618.0,28.6,418.6,86.3,214.6,52.1,27.0,14.1,15.2,1482.2,206.0,113.3,6218.9,4.5,26.8,4.9,109.5,274.2,52.5,799.7,840.5,2345.1,175.3,82.3,23361.9,30.8,33.5,758.1,59.7,27.2,405.6,7.4,569.4,778.9,17078.0,471.4,1874.8,274.0,190.6,338.1,4088.3,4289.6,37.9,430.1,2770.4,476.8,95.9,13.9,45.5,70.3,107.2,16614.5,66.5,6.4,647.1,120.8,1906.1,319.1,383.7,383.9,975.9,12.0,12.5,311.1,366.2,5.9,217.7,3165.0,2364.1,25.0,147.1,243.3,202.2,64.5,61.2,30.4,207.9,359.8,59.9,35.1,317.7,510.5,763.0,158.3,263.1,10.1,24.4,8.8,1
135.4,36.2,8.7,44856.4,494.9,234.6,293.2,355.8,7652.7,1557.3,746.3,292.8,274.4,448.8,22.9,297.7,467.7,10.5,111.6,347.2,168.3,145.7,65.8,9.0,99.8,2.3,37.5,87.0,246.7,263.8,103.3,376.6,1071.4,1195.3,468.3,290.9,3820.5,48.8,16.5,785.0,125.6,98.9,1011.1,16.9,1158.3,195.7,3166.5,3216.8,729.7,135.0,85.0,141.4,416.6,697.3,327.5,348.1,1333.7,703.2,163.5,70.1,140.9,188.1,245.0,2950.6,56.0,58.5,2193.1,130.1,881.0,593.3,1230.0,475.7,1029.2,14.1,6.4,481.8,132.1,11.3,225.6,882.3,2736.3,297.7,159.9,117.9,246.6,226.4,44.3,253.4,63.4,26.6,263.4,325.4,417.5,1079.9,130.2,210.8,264.0,95.3,20.5,20.2,1
131.2,351.7,529.6,29142.3,3068.2,355.2,449.0,819.4,3832.5,1366.9,533.8,1465.6,146.0,520.9,67.0,623.6,2302.3,186.0,2614.5,1078.4,330.4,511.9,197.6,2.7,72.9,350.8,17.5,29.4,255.1,2916.9,82.8,2776.1,1172.8,14089.7,492.4,285.2,2757.0,298.1,170.4,458.7,69.7,378.1,645.7,226.6,2279.1,1414.0,15389.8,936.5,2404.0,538.5,1037.3,1018.4,792.4,1739.3,877.2,976.5,7778.6,2751.7,163.1,28.9,84.1,11.2,343.6,10572.1,54.3,114.8,1192.5,170.4,571.9,2196.3,272.6,1109.1,2416.8,10.5,176.0,1226.9,545.9,41.2,2993.3,1792.7,5406.8,460.7,761.0,41.0,827.3,155.2,758.0,615.8,1220.5,117.0,191.3,114.5,2300.8,653.5,242.9,1948.3,843.0,14.1,75.6,2350.1,1
168.0,32.5,266.2,33987.6,2795.0,110.5,49.2,388.4,2378.7,1031.4,369.8,586.8,233.5,202.9,135.7,203.7,1002.8,71.4,164.1,1303.6,417.4,166.0,79.9,31.4,81.9,132.9,23.2,9.1,27.0,1092.9,98.1,1172.0,1230.3,14229.0,384.7,95.1,11699.9,41.9,85.8,203.9,106.1,84.0,1369.2,169.7,1066.5,100.5,6823.8,23.7,10436.2,234.3,371.1,569.1,611.4,1889.2,785.5,450.5,3720.7,1639.2,43.6,1718.0,880.1,144.3,250.1,5036.3,42.0,112.4,652.4,171.3,2022.7,2157.9,303.3,319.1,1675.1,36.3,316.9,329.8,574.4,52.2,516.8,1543.7,3916.0,270.0,489.0,139.6,305.6,235.3,210.1,523.1,2169.6,178.1,54.7,146.9,1886.3,1735.1,325.1,711.1,412.7,5.2,17.5,266.4,1
241.6,96.8,1189.4,18362.1,1216.7,144.2,237.5,708.3,1039.6,1023.5,495.1,397.7,151.3,220.9,146.6,613.5,787.3,363.4,36.8,347.4,334.7,388.6,18.5,144.8,672.5,108.7,38.2,4.3,355.2,490.6,124.4,782.0,1411.8,8062.2,1047.2,347.1,1079.5,399.5,200.0,2035.4,92.8,197.8,613.2,368.2,1357.1,247.0,7956.8,480.4,940.5,12.7,339.8,661.2,481.8,982.2,628.8,386.2,4767.0,708.7,67.1,8.8,117.9,198.1,371.2,6688.4,19.4,219.8,2084.3,320.8,4855.7,2384.2,314.9,836.6,564.7,16.7,76.9,364.3,396.4,82.8,602.1,1221.4,2565.2,172.9,594.7,45.3,271.9,273.6,122.0,1915.7,2775.3,54.1,191.0,145.3,1421.7,694.2,3731.8,307.8,147.1,60.4,37.8,65.2,1
