Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Outcome
3.8457,0.49774,29.5958,0.249143,0.00621118,0.480519,1.46389,0.848497,3.25815,0.211026,4.25358,392.393,0.958823,0.148237,2.191,1498.64,0.985837,7.75417,0.302277,1.19175,0.741279,0.362319,122.678,6.83408,0.469876,0.525557,9.16188,1.48148,0.158191,0.156554,6.76368,1.43622,0.225714,145.589,0.12283,0.416231,-0.077145,-4.8231,1.33222,0.0800935,157.665,-10.3945,0.328241,4.60082,0.0,0.0898509,0.510024,1.24478,0.536596,0.222137,1
4.58476,0.80046,23.4448,0.25971,0.00409836,0.283429,1.198,0.850632,3.14437,0.187214,4.16682,115.396,0.102307,0.135791,2.57171,1164.98,0.517867,12.0499,0.248634,1.4221,0.75513,0.35929,127.04,3.7718,0.463012,0.37106,70.8802,1.6177,0.148586,0.509028,8.23613,1.37057,0.468218,385.982,0.0950515,0.31726,-0.0773593,-3.89849,1.37712,0.112807,152.784,9.27807,0.543716,3.38351,0.0,0.18847,0.491344,2.49591,0.744055,0.233688,1
4.35995,0.548119,530.513,0.269528,0.0120482,0.0,1.05676,0.859718,3.08693,0.138973,3.96452,-0.42804,0.657616,0.275609,2.65083,1216.73,0.590191,5.67394,0.235609,1.46745,0.0334349,0.349398,153.742,2.76479,0.497687,0.316839,16.1717,1.55851,0.101945,0.173897,8.46073,1.39147,0.720156,386.757,0.0505022,0.328595,0.187816,-3.21869,1.09483,0.123418,141.512,-6.71066,1.02637,2.67899,0.0,0.247039,0.360378,2.67141,0.822053,0.276507,1
2.83087,0.339998,6.21983,0.219196,0.0190476,0.432946,1.45735,0.898634,3.34515,0.254565,4.18716,372.18,0.951597,0.254302,2.77272,2276.4,1.57235,4.32012,0.300952,0.959035,1.49213,0.333333,212.129,4.97598,0.495467,0.180537,14.8202,1.17647,0.117718,0.0469299,5.23292,1.32317,0.265399,184.168,0.121724,0.342599,1.64484,-5.20306,1.57961,0.0702783,177.859,25.8585,-0.542575,4.89903,0.000952381,0.114241,-0.186631,0.699406,0.148238,0.208163,1
3.72388,0.204961,1344.3,0.279627,0.0182927,0.0,1.05312,0.908086,2.86307,0.184927,3.78602,-0.64502,0.907771,0.229135,3.60314,2583.45,1.3807,7.11989,0.168118,0.718781,0.588286,0.434669,220.148,3.16562,0.479364,0.263424,236.541,1.56493,0.149116,0.019443,9.04503,1.29581,0.202141,303.793,0.0769378,0.308632,0.447985,-4.84319,1.34437,0.0999253,175.722,-18.1145,0.0953817,1.65658,0.0,0.215834,0.45844,2.7733,-0.053745,0.255547,1
2.95637,0.340796,12.3845,0.220737,0.0509615,0.403983,1.31316,0.907386,3.38945,0.235976,4.36368,284.263,0.970529,0.36137,3.19396,2500.87,1.66781,14.3978,0.250962,1.10673,1.3636,0.324038,233.832,4.33454,0.497561,-0.243002,19.2487,1.26833,0.132373,0.250577,5.59021,1.13976,0.335552,261.213,0.108437,0.311254,1.00644,-4.62912,1.59281,0.074343,196.648,33.7756,-0.298711,4.43523,0.000961538,0.129831,-0.426278,1.01648,0.824976,0.23448,1
3.41589,0.361166,48.9835,0.200178,0.0234899,0.291345,1.49945,0.923771,3.29315,0.202814,4.47636,63.1353,0.970398,0.398234,3.62207,2187.73,1.47968,45.2095,0.281879,1.27328,-0.901907,0.294183,373.517,3.14535,0.496183,0.0330854,0.0,1.17632,0.13713,0.0530915,4.62892,1.49973,0.487863,445.396,0.106628,0.246801,1.93462,-3.86081,1.37998,0.095256,141.081,23.6609,-0.030501,4.21642,0.00447427,0.1615,-0.469381,0.84614,-0.268508,0.269353,1
2.53872,0.225439,82.6146,0.324518,0.0248509,0.385699,0.865675,0.892523,3.67706,0.187834,4.31495,181.376,0.977345,0.283047,3.88445,3542.62,2.17558,35.0711,0.417495,0.421232,1.30318,0.296223,272.443,5.04531,0.485664,0.162423,28.1537,1.17037,0.207072,-0.614827,5.59363,1.00591,0.473893,323.393,0.116904,0.294771,3.00369,-3.91171,1.15377,0.05859,126.092,-40.0236,0.251854,5.97147,0.00497018,0.102158,-0.0965325,0.380486,0.0358194,0.296346,1
3.70563,2.2992,10.4598,0.204601,0.0,0.272781,1.33973,0.875236,3.50473,0.308276,4.34007,88.6016,-0.204826,0.159067,2.44986,617.365,0.28636,15.2347,0.325503,0.803994,0.469618,0.338926,20.1661,4.97385,0.491416,0.442422,6.65046,1.18205,0.253824,-0.716132,5.08493,1.29067,1.30259,425.31,0.0617769,0.294481,2.24357,-2.36696,0.948423,0.0538784,82.0269,-32.6561,1.25786,5.6624,0.0,0.115554,0.263028,0.715317,0.609458,0.213334,1
2.79131,0.336088,77.3678,0.23461,0.0176211,0.264702,1.27743,0.914734,3.37429,0.198214,4.28952,98.909,0.990624,0.258144,3.45353,2486.54,1.74662,22.3507,0.328194,0.811023,0.823897,0.331498,285.231,4.29417,0.495114,0.543363,40.3186,1.0885,0.162748,-0.276806,4.79251,1.23952,0.958372,410.907,0.121429,0.290821,2.51325,-3.25867,1.42771,0.0772892,136.621,-1.97302,-0.0424372,4.39422,0.00110132,0.123628,-0.293577,0.466745,-0.257513,0.22324,1
2.9178,0.451156,99.6598,0.324511,0.0118265,0.343195,0.862742,0.903895,3.65757,0.224003,4.32657,129.734,0.971706,0.199821,3.06264,2100.97,1.36632,13.0008,0.345598,0.329735,0.857829,0.291721,121.232,5.41897,0.466614,0.673427,43.6233,1.14663,0.231438,-0.614135,5.12334,0.895941,0.837469,396.739,0.136486,0.275398,2.49735,-3.00396,1.17008,0.0519518,106.469,-42.6749,0.510694,6.91868,0.00131406,0.11185,0.145414,0.611187,-0.0590722,0.269844,1
3.77836,0.722809,599.404,0.234152,0.0122283,0.0,1.26855,0.847369,3.2648,0.179235,4.32364,-0.51416,0.473227,0.345946,2.49844,1199.25,0.671475,6.90867,0.274457,1.38564,-0.0210041,0.320652,147.541,3.83065,0.476986,0.0185794,10.9845,1.46404,0.134761,0.16101,6.96194,1.53918,0.715839,314.892,0.129792,0.373926,0.355498,-3.20044,1.19297,0.11478,135.965,-19.4742,0.876412,4.62525,0.0,0.176761,0.214257,1.36077,0.740642,0.257668,1
5.0185,0.482495,66.121,0.25268,0.0548847,0.138156,1.37071,0.823212,3.54347,0.19276,4.32208,73.0883,0.594971,0.263515,2.51343,1259.23,0.502315,5.53836,0.228321,1.62231,1.67133,0.320527,122.862,2.97191,0.492918,0.119992,4.8741,1.76555,0.109978,0.493196,8.87225,1.26343,0.509894,369.62,0.0644228,0.306277,-0.27219,-3.77945,1.27458,0.106892,197.779,22.2911,-0.261137,2.56923,0.00219539,0.222474,0.00950308,6.75981,1.58036,0.198603,1
6.21602,1.19851,184.387,0.201748,0.0362976,0.0,1.3554,0.783303,3.99233,0.145633,4.82015,28.9389,0.538353,0.453856,2.40259,1088.37,0.327962,184.632,0.315789,0.229253,0.281043,0.344828,44.2137,4.97322,0.294902,0.628612,202.395,2.3776,0.230185,-0.739754,9.9659,1.51416,2.0954,422.921,0.0250859,0.243348,-0.876995,-1.55905,1.51296,0.0496529,153.106,-56.7871,-0.25778,4.60551,0.0,0.127335,-0.242241,3.13757,4.99078,0.351294,1
2.83705,0.55934,110.6,0.250037,0.00840336,0.381316,1.30962,0.862691,3.45512,0.209786,4.41034,353.653,0.876684,0.179255,2.20076,1456.9,1.02349,4.72546,0.332533,1.0431,1.01866,0.286915,113.371,5.61689,0.494117,0.136746,7.634,1.36663,0.143064,-0.295704,5.29334,1.47751,0.498672,225.347,0.124235,0.342151,1.19258,-4.32853,1.10068,0.0584547,141.779,-10.9199,0.558443,7.79411,0.0,0.0907158,0.193442,0.955018,0.0179806,0.300887,1
3.77169,0.816304,18.333,0.274983,0.0242086,0.40474,0.85558,0.888988,3.69737,0.227276,4.40125,199.358,0.918903,0.240078,2.52458,1216.85,0.729974,12.4129,0.350093,0.629255,0.503901,0.292365,103.969,4.82439,0.49503,-0.941461,4.28465,1.23609,0.182086,-1.15017,5.5527,1.12922,1.08209,399.738,0.104616,0.371159,2.25989,-3.07457,1.07164,0.0666676,103.105,-44.6858,1.76369,11.4921,0.00372439,0.107292,0.0115556,0.507887,0.055819,0.245592,1
3.60296,0.137661,795.815,0.302624,0.0174825,0.125301,1.20368,0.954985,2.64858,0.169125,3.97382,-0.4729,0.874878,0.0414945,6.62288,3582.98,1.66827,24.093,0.137238,0.840422,1.50606,0.421329,143.305,3.17475,0.489425,0.11881,0.0,1.68477,0.190085,0.620649,7.94923,0.977815,0.834087,492.837,0.0396861,0.230013,-0.662291,-3.42349,1.61507,0.0351066,165.351,-1.41002,0.11727,0.856368,0.0,0.195027,0.526529,2.52861,0.222097,0.29,1
3.11269,0.244352,1900.19,0.24641,0.0267281,0.0,1.36314,0.913943,3.13445,0.201507,4.11821,-0.824585,0.962033,0.383703,4.31069,3427.0,2.04076,20.7846,0.274654,0.862134,0.700107,0.346544,364.712,3.92478,0.493384,0.2873,13.8635,1.1854,0.137252,0.0621687,5.58577,1.28335,0.635921,351.945,0.106853,0.317815,2.16411,-3.88324,1.48086,0.0876865,174.699,25.6444,-0.427128,2.57399,0.00276498,0.158229,-0.247052,0.92489,0.0949263,0.180356,1
4.1444,0.56237,65.0617,0.253736,0.0148571,0.310785,1.14213,0.871207,3.13151,0.170095,4.26074,165.148,0.942064,0.314845,2.54576,1372.17,0.814067,14.0345,0.217143,1.20873,0.0563731,0.291429,127.29,4.28968,0.498313,-0.271414,53.4347,1.49187,0.157351,0.196385,6.64647,1.52028,0.312709,337.651,0.0862435,0.291535,0.332264,-4.16342,1.59041,0.0778336,179.333,17.6711,0.0166151,2.57579,0.0,0.140656,-0.0731835,2.38389,0.906225,0.287523,1
3.58392,0.499063,17.3112,0.240846,0.0110011,0.467356,1.15292,0.847238,3.25385,0.209399,4.29641,337.926,0.885404,0.22945,2.52684,1692.99,1.07294,6.15354,0.288229,0.937465,0.493583,0.308031,150.134,6.00408,0.487972,-0.102256,13.9611,1.4237,0.145788,-0.0342593,6.21072,1.5649,0.52026,215.015,0.0961734,0.376386,0.634621,-4.24988,1.20369,0.079863,156.95,-14.4363,0.331436,4.15905,0.00110011,0.10524,0.131975,0.936836,-0.136365,0.259463,1
3.05883,0.467356,8.13027,0.229721,0.027381,0.162537,1.22018,0.913001,3.41292,0.194555,4.37322,157.3,0.733417,0.540897,3.08709,2074.53,1.12118,20.0535,0.284524,0.91076,-0.151069,0.278571,193.435,3.38305,0.464337,-0.235407,23.0864,1.21373,0.186081,-0.318321,5.2954,1.05298,1.05484,365.123,0.0988795,0.236496,1.94211,-2.94147,1.34742,0.0775667,157.081,0.151636,-0.205278,5.04878,0.0,0.152716,-0.580795,0.749685,-0.15925,0.209384,1
3.93208,0.496615,14.0754,0.235291,0.019883,0.333085,1.86394,0.872141,3.23125,0.215781,4.25148,89.2269,0.903423,0.438836,3.19379,1683.13,0.970721,30.8394,0.25848,1.50193,-0.280154,0.307602,237.259,3.78885,0.483495,0.115896,1.22159,1.40631,0.143951,0.439068,6.23144,1.49253,0.371777,396.694,0.109869,0.309872,1.46332,-3.96239,1.17647,0.103566,143.822,-4.46954,1.02713,2.52338,0.0,0.174778,-0.106625,1.70925,0.680842,0.27888,1
4.42548,1.61233,292.955,0.257543,0.0145228,0.0,0.944128,0.853623,3.35753,0.127489,4.45145,-0.696289,-0.0051561,0.419994,2.51625,712.099,0.283841,16.1208,0.257261,0.907696,0.0523471,0.311203,117.634,2.90538,0.486547,0.117199,130.917,1.55304,0.171119,0.31169,5.7334,1.32492,1.1269,469.327,0.0338117,0.211599,-0.217541,-2.51898,1.61656,0.12443,163.674,38.6192,-0.383188,4.78181,0.0,0.177789,-0.232193,2.84533,2.78315,0.177619,1
3.83962,1.84677,0.101678,0.214886,0.0,0.5214,0.811056,0.838983,3.2255,0.185545,4.3079,241.248,0.575434,0.109273,1.68724,583.785,0.314581,7.99048,0.214737,1.10844,0.477439,0.349474,49.8034,4.06921,0.444068,0.510888,2.13019,1.37575,0.124726,-0.225036,6.76149,1.38769,0.434645,298.911,0.0864451,0.408529,0.185662,-4.11673,1.08313,0.0990712,122.666,-11.1175,1.03326,3.37036,0.0,0.144437,0.320521,1.85828,1.13144,0.220837,1
4.34385,0.993673,16.4902,0.223769,0.0,0.0,1.321,0.809992,3.20845,0.214878,4.09988,-2.54034,0.798527,0.0242469,2.07279,795.95,0.43574,11.4273,0.268868,1.63907,1.51578,0.352201,79.7898,4.57224,0.478813,0.360257,6.57297,1.52348,0.10727,0.25555,6.75027,1.73721,0.370405,381.641,0.114927,0.372079,-0.146989,-3.9227,1.16966,0.116251,126.641,-1.29812,0.885314,2.65756,0.0,0.142967,0.702348,3.55581,1.11157,0.301575,1
4.47637,0.486311,630.748,0.277666,0.00481348,0.0,1.30638,0.863762,3.07117,0.200069,3.94514,24.9056,0.530297,0.0314388,3.14906,1344.65,0.605792,17.0473,0.219013,0.938737,1.28925,0.326113,89.4436,3.58859,0.49293,0.154451,209.709,1.67334,0.146681,0.431711,6.72177,1.37015,0.994167,494.965,0.0415675,0.299318,-0.178247,-2.88106,1.30576,0.043895,149.609,3.78115,0.816971,1.5049,0.0,0.172429,0.463129,3.55424,1.29791,0.304069,1
4.29004,0.712335,11.5244,0.222,0.00455927,0.374209,1.44755,0.907499,3.28005,0.201682,4.1465,76.1334,0.645182,0.0474331,2.80773,1190.48,0.763381,40.1462,0.285714,1.29498,1.27277,0.278116,178.106,3.3469,0.473088,0.268982,19.7012,1.22517,0.126946,0.117484,4.39664,1.33469,0.579874,467.264,0.086263,0.234826,1.41051,-3.96415,1.3027,0.0784107,146.562,41.3753,0.34312,3.08367,0.00151976,0.143053,-0.160316,1.46098,0.650412,0.26523,1
3.03437,0.52982,63.3442,0.243423,0.010989,0.395705,1.26162,0.889168,3.35405,0.193407,4.14181,182.271,0.556569,0.392406,2.7464,1818.11,1.10098,13.8471,0.296703,1.06974,0.193535,0.311355,138.961,3.20929,0.472874,-0.188376,10.395,1.22797,0.146227,-0.402027,6.09285,0.981739,0.817698,353.334,0.136882,0.338857,1.47197,-3.76672,1.17554,0.0717771,135.342,-22.7847,0.624659,4.96346,0.0,0.163609,-0.00703866,0.934408,0.00576958,0.217454,1
3.97063,0.840797,52.3014,0.260576,0.00155763,0.247871,1.26788,0.872861,3.17766,0.208629,4.11459,162.05,0.919784,0.137172,2.66599,1309.0,0.68223,2.89233,0.278816,0.901428,0.363867,0.294393,129.288,4.09506,0.492683,-0.124763,16.1204,1.45317,0.162044,-0.236437,6.46447,1.15234,0.828265,386.634,0.131311,0.374081,0.682541,-3.31247,1.30082,0.081257,130.375,-29.0106,0.72407,3.15745,0.0,0.164879,0.139552,1.22047,0.907534,0.199263,1
2.67406,0.361419,137.202,0.256603,0.0238663,0.242172,1.10499,0.904849,3.65767,0.22402,4.3324,139.465,0.919999,0.213467,3.11586,2318.2,1.51213,62.9192,0.349642,0.48884,1.4624,0.27327,176.153,4.85905,0.482716,-0.0440364,25.8324,1.02588,0.179694,-0.429001,5.0675,0.750254,0.932984,357.269,0.139304,0.305366,4.66034,-3.35489,1.24677,0.054762,128.508,-16.828,0.292408,7.88973,0.00238663,0.0997804,-0.34027,0.379179,0.222547,0.192757,1
3.7169,0.490139,39.1529,0.247626,0.0202475,0.37599,1.25631,0.907534,3.2878,0.19165,4.28376,203.405,0.93821,0.197139,2.87168,1820.64,1.10814,9.21758,0.24297,0.77687,1.31706,0.313836,139.433,3.87257,0.488045,0.0650459,65.4822,1.22597,0.13974,0.0125691,5.17931,1.20677,0.413894,341.674,0.0957723,0.258708,0.919473,-4.63003,1.73523,0.0695868,181.012,45.2003,-0.6964,3.46984,0.00112486,0.134236,-0.443013,0.929249,0.258621,0.239167,1
3.66486,0.542625,23.3835,0.215868,0.0251572,0.379713,1.41173,0.867494,3.42976,0.208889,4.51799,306.103,0.925081,0.410463,2.40624,1645.87,0.971407,1.22336,0.252621,1.06497,0.446237,0.266247,136.172,4.4179,0.495879,-0.652971,29.9152,1.51836,0.120388,0.160086,5.86507,1.41324,0.677312,213.03,0.0720167,0.30872,0.492575,-3.96908,1.4396,0.0854341,194.651,18.4587,-0.30141,5.5905,0.00419287,0.125236,-0.461458,1.27468,-0.325122,0.269724,1
3.97661,1.93852,40.9703,0.228975,0.00524934,0.157691,1.48565,0.815023,3.49711,0.250157,4.51686,73.8853,0.55857,0.265138,2.47887,731.266,0.313621,8.0789,0.301837,0.831923,0.175117,0.338583,68.3287,4.4765,0.470779,0.544662,45.6311,1.2669,0.1895,-0.286666,5.10203,1.09876,1.03443,403.718,0.0443814,0.306937,-0.00523077,-2.92674,1.28993,0.0934633,113.179,-11.6614,0.204968,4.7281,0.0,0.114601,0.117882,1.25642,1.46038,0.210337,1
4.99834,2.29323,33.8205,0.200325,0.0289474,0.250804,2.01614,0.832504,3.47593,0.277822,4.34211,-0.527771,0.561006,0.157619,2.53357,453.509,0.198666,9.86806,0.226316,0.998101,3.06369,0.271053,9.98272,5.22136,0.416735,0.261394,150.245,1.67161,0.0848958,0.865711,5.23009,1.41048,0.453511,493.112,0.0283351,0.366862,0.075825,-3.22147,1.02502,0.0664138,157.12,40.8026,1.19147,2.07253,0.0,0.121538,-0.19376,3.31126,1.69589,0.249325,1
3.12542,2.21369,33.8338,0.300422,0.003663,0.298571,1.56232,0.870024,3.39893,0.254024,4.20593,139.205,-0.200296,0.124915,2.35207,524.511,0.290607,13.7309,0.304029,0.973001,1.50697,0.358974,14.9511,5.37376,0.473443,0.634843,3.05601,1.29577,0.175524,-0.520242,4.26399,1.21952,1.07284,398.747,0.0423785,0.37051,1.63064,-2.66884,0.894997,0.0409993,80.6321,-19.3481,0.544576,2.49104,0.0,0.0824674,0.166156,0.54632,-0.270925,0.247984,1
3.5002,0.818249,80.2102,0.241111,0.0138714,0.117657,1.27414,0.811695,3.48065,0.203173,4.46742,310.935,0.419703,0.235244,2.0748,1180.56,0.629128,11.0967,0.284994,1.24545,0.250663,0.272383,78.1553,3.73535,0.495295,-0.169874,2.03294,1.4387,0.117173,0.0981053,6.80605,1.3537,0.383861,237.436,0.0748992,0.367954,1.01839,-4.38722,1.27128,0.0855661,154.389,-1.65938,0.451904,6.11247,0.0,0.148134,0.190124,1.70794,0.380262,0.256274,1
2.84466,0.677656,24.1058,0.219696,0.0104948,0.469264,1.23425,0.881284,3.58702,0.254429,4.36733,242.577,0.895589,0.189354,2.30588,1332.8,0.807621,18.0191,0.329835,0.742774,1.67154,0.295352,105.518,5.3366,0.467818,0.174418,14.6534,1.16514,0.128732,-0.478027,4.80003,1.09834,0.516909,308.799,0.102947,0.34876,2.4972,-3.35646,1.13508,0.069505,129.843,-5.59458,0.452267,6.19596,0.0,0.0923231,-0.127338,0.564554,0.164639,0.213172,1
4.88788,0.737835,120.264,0.239546,0.0195122,0.172412,1.25546,0.863546,3.37463,0.185914,4.11437,139.715,0.499061,0.246584,2.45192,1235.77,0.576203,22.9597,0.220732,1.166,1.43521,0.293902,147.916,3.46313,0.452435,-0.149169,183.802,1.52099,0.127138,0.163148,7.20036,1.25966,0.44551,389.047,0.100222,0.281615,-0.0622678,-4.12372,1.49712,0.0938998,208.804,69.3247,-0.62821,2.937,0.00121951,0.167511,-0.378927,2.95301,1.58262,0.1824,1
4.31273,0.718281,18.0488,0.218927,0.0114449,0.326972,1.5207,0.901929,3.12492,0.204462,4.12986,48.4077,0.8575,0.150556,2.97656,1223.37,0.679531,22.2425,0.221745,0.991525,0.300455,0.344778,176.679,3.00022,0.46911,0.437656,143.054,1.42799,0.126504,0.0654093,6.14357,1.36554,0.701477,477.968,0.133495,0.257938,0.473637,-3.2326,1.19006,0.115641,144.373,22.9483,1.01074,3.14617,0.0,0.187716,0.127945,1.80387,0.761846,0.285781,1
2.73937,0.268597,83.2964,0.226012,0.00375587,0.250151,1.4186,0.929479,3.10189,0.195431,4.09317,169.962,0.978736,0.27927,3.80356,2943.96,2.05644,12.5964,0.222535,0.853125,0.182968,0.35493,353.424,3.43617,0.488761,0.203826,55.0315,1.25192,0.144076,-0.107803,5.88972,1.28453,0.457849,376.454,0.131826,0.291427,1.70056,-4.3443,1.45965,0.083575,165.164,6.83629,0.111577,3.88724,0.0,0.162652,-0.0651413,1.08349,0.022468,0.24028,1
4.46024,2.2845,11.2884,0.231243,0.00931677,0.292423,1.86834,0.873123,3.58731,0.159765,4.79027,113.929,-0.85697,0.44245,2.34656,680.504,0.27517,73.4826,0.254658,0.301516,-0.947999,0.360248,43.4578,5.39968,0.353934,-0.678714,137.958,1.43701,0.363834,-0.995346,6.8566,0.779365,2.03228,472.806,0.0841903,0.248317,0.136865,-1.6631,1.51477,0.0811992,131.508,-72.7132,0.361167,9.54678,0.00310559,0.105899,0.291525,2.20793,0.753942,0.144072,1
4.62317,0.663792,109.073,0.205222,0.0236908,0.191004,1.38642,0.880238,3.26029,0.194663,4.37877,71.0976,0.685808,0.536086,2.94132,1429.48,0.719078,16.7406,0.206983,1.13322,-1.35143,0.286783,213.921,2.96784,0.488074,-0.378181,306.832,1.41578,0.153864,0.218958,7.153,1.36844,0.604486,386.224,0.0854418,0.257763,0.589549,-4.20894,1.75664,0.120276,172.304,14.2571,-0.068662,4.44959,0.0,0.199455,-0.496552,2.48502,1.32335,0.255226,1
3.68088,1.12517,132.924,0.224937,0.0193662,0.159552,1.20906,0.865704,3.49801,0.178889,4.50755,278.364,0.188376,0.323084,2.29293,1020.35,0.540141,13.6399,0.278169,1.37096,-0.313834,0.269366,74.8503,3.91744,0.492897,-1.55445,5.24405,1.36335,0.164633,-0.200938,5.63452,1.03516,0.941365,325.706,0.0957399,0.345363,0.744662,-3.15443,1.51206,0.0682872,140.601,-16.3987,0.310066,9.66501,0.0,0.13818,-0.292029,0.988058,0.0621992,0.194351,1
4.57169,0.51566,24.982,0.249036,0.0436242,0.274985,1.04586,0.881348,3.39082,0.138849,4.50701,148.012,0.852129,0.513906,2.92995,1784.34,0.943707,7.36201,0.234899,0.537098,-0.798434,0.32774,190.874,2.83645,0.498453,-0.317929,53.8503,1.47873,0.162208,0.11352,7.19452,1.26697,0.584705,346.775,0.0496873,0.230725,0.519682,-4.05391,1.47582,0.102852,172.279,5.3125,0.128816,5.82722,0.00894855,0.180346,-0.256627,1.69306,0.176689,0.307196,1
4.3398,1.32148,3.33923,0.186856,0.00337838,0.463782,1.32633,0.833225,3.31363,0.195838,4.36392,201.899,0.324924,0.298855,2.09358,822.778,0.42029,6.33036,0.266892,1.07078,-0.608,0.307432,97.2928,4.0074,0.463592,-0.186625,29.9305,1.37687,0.166261,-0.233261,6.27673,1.5418,0.984435,335.352,0.0766256,0.294278,0.427505,-3.35092,1.34327,0.11606,147.728,-9.23997,0.613273,3.0691,0.0,0.140655,0.0825209,1.79006,2.22451,0.283375,1
3.20743,1.92058,34.0713,0.282984,0.0126582,0.0,1.32005,0.863943,3.62656,0.208636,4.32199,26.5255,-0.422668,0.247799,2.38815,666.293,0.305842,18.956,0.294304,0.368732,1.62136,0.357595,31.7071,4.28886,0.462988,0.497126,5.0282,1.32919,0.209882,-1.22124,5.92041,0.727032,1.29029,441.027,0.133628,0.407343,1.61322,-2.39455,0.95303,0.0536337,86.5385,-39.8117,2.95871,4.81363,0.0,0.125951,0.237,1.17266,0.178682,0.108631,1
4.48596,0.909926,281.733,0.281087,0.00379507,0.0,1.30478,0.738209,3.3477,0.198482,4.31314,-1.62543,0.0636839,0.232752,1.87448,654.193,0.243818,7.07691,0.27704,2.28374,0.21179,0.263757,46.2134,2.90523,0.470239,0.128461,180.335,1.56416,0.100007,0.421677,8.42791,1.28477,0.901232,385.248,0.0155713,0.384891,-0.28535,-2.71095,1.12858,0.092942,165.226,-9.05861,0.522859,2.42355,0.0,0.23508,0.193036,7.6423,2.15544,0.215947,1
4.9096,2.0789,36.3009,0.224731,0.00507614,0.151454,0.983015,0.882077,3.36472,0.138833,4.30232,112.422,0.99811,0.259295,2.34589,572.396,0.260476,10.9339,0.243655,0.748052,-0.618217,0.322335,64.6239,2.57917,0.496648,-0.281587,96.4854,1.28063,0.137359,-0.0714739,5.91403,1.19788,1.27531,439.359,0.0283529,0.187885,0.543221,-2.47904,1.85191,0.0998799,149.781,36.8586,-0.266496,5.0117,0.00253807,0.214975,-0.169335,2.12049,3.20613,0.220121,1
3.0261,1.67633,6.08611,0.222342,0.0,0.535145,1.5503,0.845861,3.47727,0.280751,4.36392,175.729,0.549036,0.138056,1.83508,638.607,0.382729,13.1277,0.330211,1.71622,0.707251,0.30445,50.5842,7.09095,0.435829,1.17578,7.19509,1.18288,0.139317,-0.69638,4.11392,1.62546,0.970689,393.9,0.161874,0.419435,1.57717,-3.43098,0.868182,0.0696313,90.851,-24.9206,1.89176,4.88852,0.0,0.0840286,0.146438,0.869063,0.0195723,0.222096,1
4.16513,0.4532,22.5416,0.251238,0.00963597,0.308402,1.08934,0.905887,2.94164,0.203548,4.03457,23.4578,0.913189,0.0591342,3.18143,1571.62,0.87757,2.76598,0.198073,0.730494,1.49664,0.368308,141.75,3.71358,0.481941,0.434973,0.0,1.55827,0.131239,0.444957,6.53723,1.5551,0.616252,459.96,0.0828572,0.293491,0.0357348,-3.97818,1.29759,0.0854686,162.065,20.1949,0.636188,2.56187,0.0,0.169942,0.301934,2.4244,1.05766,0.29287,1
2.99519,0.731284,12.9169,0.20995,0.00550206,0.546419,1.53345,0.847403,3.27357,0.261386,4.50761,481.958,0.917787,0.301324,2.04885,1071.55,0.784773,7.47079,0.268226,1.02444,0.363937,0.276479,95.6315,8.93231,0.475851,0.208696,17.9555,1.43141,0.118219,-0.00060593,5.16792,1.75789,0.311702,98.7252,0.138871,0.417615,-0.101442,-4.02266,1.36301,0.0710226,144.098,-11.7865,0.215697,3.95092,0.0,0.0675356,0.148426,0.833347,-0.20205,0.288581,1
2.45668,0.727783,29.8767,0.274361,0.0181518,0.387623,0.927075,0.888832,3.66097,0.21417,4.34771,180.601,0.951824,0.260773,2.61805,1426.84,0.817077,8.98199,0.346535,0.60811,0.698112,0.306931,97.7619,4.73435,0.48542,-0.0223714,145.995,1.29003,0.22932,-0.790971,4.70098,1.01706,1.41147,413.21,0.115654,0.342809,3.77522,-2.61741,1.20574,0.0573699,105.933,-44.2328,0.84717,9.7599,0.00495049,0.103771,-0.083182,0.507223,-0.0589767,0.16977,1
3.5104,0.782988,28.2386,0.245087,0.00420757,0.451061,1.33733,0.89459,3.29968,0.25055,4.24661,183.476,0.858696,0.0883462,2.16338,1127.12,0.736234,8.04113,0.263675,1.18169,0.939382,0.361851,116.023,4.05186,0.472801,0.815141,2.79149,1.45363,0.122989,0.0163541,6.51929,1.33554,0.526784,362.763,0.148535,0.410395,0.590597,-3.57692,1.05017,0.0708323,125.095,-11.918,0.947319,6.28818,0.0,0.155176,0.365047,0.902479,-0.0490392,0.220742,1
