V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,y1,y2,y3,y4
0.43495843,0.320956111,0.191777527,0.074649555,0.123393151,0.10775099,0.082371273,0.076985969,0.086658798,0.072713716,0.062281437,0.071093442,0.066845754,0.041434154,0.05459685,0.070606185,0.033348763,0.039841039,0.050772861,0.042069162,0.845687425,1.109141213,0.870055515,0.733601501,0.69485197,0.595061494,0.471228407,0.333143557,0.34456377,0.377053369,0.397977687,0.385832814,0.384333511,0.320312689,0.289952471,0.252908341,0.237505756,0.24589342,0.262449675,0.250359093,0.443374823,0.468463267,0.551786915,0.511957545,0.469519698,0.460441301,0.459625541,0.445302366,0.473817438,0.510198729,0.49874309,0.494410333,0.464522742,0.470853281,0.447537418,0.441918732,0.453328768,0.461386151,0.450968406,0.427399103,0.564655088,0.635866751,0.756492983,0.9484025,1.171358093,1.349226103,1.332370251,1.345929992,1.311442381,1.194443437,0.989355374,1.078035867,1.115780092,1.183965238,1.15920613,1.299419321,1.144283453,1.096364514,0.967564483,0.814764304,1,-1,-1,1,1
0.507329305,0.380794004,0.293715267,0.097245974,0.156352188,0.149158671,0.096002659,0.087093886,0.093674549,0.074133494,0.079413718,0.08450182,0.070356008,0.055067805,0.073253893,0.073232146,0.052013476,0.058794648,0.065886475,0.069511798,1.069014426,1.503958977,1.281857244,1.135924983,1.124319849,0.996708597,0.909310472,0.652038952,0.607597587,0.684743515,0.687671055,0.64395506,0.600082927,0.597647363,0.50764274,0.440814806,0.362606754,0.360357285,0.401453794,0.404290348,0.614989369,0.794784403,1.032171386,1.076590086,1.065931189,0.98900925,0.920420125,0.926841136,0.90401701,0.891250458,0.924228208,0.875966022,0.90699267,0.941195128,0.895991024,0.828627471,0.779535997,0.679762262,0.639432131,0.605242283,0.405192104,0.490747673,0.478556543,0.507285346,0.539631553,0.601976332,0.649131863,0.662692292,0.704213971,0.672753664,0.682394175,0.600284739,0.535383986,0.582047988,0.585858506,0.624455577,0.603611333,0.598795091,0.581825521,0.601534531,1,-1,-1,1,1
0.545069051,0.444584979,0.29322342,0.11857721,0.210460129,0.186653627,0.10778541,0.100345132,0.109716734,0.092615405,0.069131369,0.083644717,0.058433198,0.051839618,0.05748559,0.057836049,0.028188813,0.032065094,0.036715397,0.038932797,0.818610601,1.147711126,0.979921778,0.828360666,0.740875222,0.626403782,0.530656423,0.403251684,0.358264976,0.348680627,0.359566123,0.321225471,0.280816319,0.290877253,0.250669683,0.211828355,0.199589742,0.189644412,0.197521508,0.207331625,0.500945443,0.593215237,0.778924638,0.847699506,0.847997595,0.810818122,0.778865223,0.726859224,0.755241502,0.673146514,0.655229492,0.691232736,0.650309986,0.635454596,0.587697321,0.579852128,0.576252316,0.594989119,0.549913555,0.497985476,0.571808869,0.666779301,0.888444886,1.157092777,1.465246627,1.431471974,1.659570659,1.699944967,1.841044646,2.01446288,1.768095642,1.571917341,1.823132575,1.622674225,1.717534886,1.453563094,1.613630591,1.472313182,1.620329241,1.33906893,1,-1,-1,1,1
0.563138306,0.464196746,0.41041726,0.155902501,0.281162515,0.240616447,0.131611068,0.115522756,0.137748909,0.108961996,0.081265802,0.100521731,0.095167704,0.059539863,0.070464339,0.077448132,0.05004626,0.051597669,0.057571202,0.064606475,0.946127018,1.292977285,1.055168725,0.93334266,0.828547617,0.683508996,0.598480921,0.519417894,0.554118182,0.570641958,0.565279357,0.500318153,0.46969749,0.443118518,0.424156457,0.393470062,0.332206521,0.345004634,0.349306858,0.351860075,0.607250045,0.791580245,1.046769869,1.054036865,0.915354981,0.843278303,0.801619268,0.732883311,0.712777909,0.660860269,0.636599091,0.639848847,0.623962944,0.601843264,0.622484108,0.663923856,0.642090775,0.594263906,0.544623662,0.51228269,0.555279418,0.651787224,0.802068783,0.997319635,1.30845918,1.472639736,1.390328765,1.591289249,1.551280239,1.379689052,1.181173889,1.267488858,1.323609409,1.324487149,1.312306748,1.472238921,1.3578323,1.327180282,1.16618549,1.170002285,1,-1,-1,1,1
0.57922315,0.458831839,0.369999887,0.114578625,0.239326891,0.200393145,0.124136805,0.112554033,0.136873877,0.118699785,0.095209392,0.112883867,0.082478192,0.085706661,0.083441311,0.098924867,0.05683105,0.075502718,0.087223944,0.085548455,0.829737971,1.032728641,0.789566209,0.701643543,0.582790833,0.512588841,0.428886999,0.342623909,0.303436028,0.308788507,0.326156646,0.313178271,0.290198241,0.272434404,0.254353206,0.231339218,0.229358454,0.208812241,0.216035689,0.225724783,0.504529796,0.592326864,0.716336188,0.705302406,0.644800486,0.591055419,0.593218688,0.628530308,0.65686417,0.624669102,0.587640932,0.563486397,0.578907521,0.541263282,0.536442509,0.549060896,0.605887464,0.621939247,0.570989676,0.509053514,0.517882184,0.574150959,0.619795024,0.756959521,0.904094766,1.011819329,1.088933709,1.197774721,1.124121278,1.033882966,0.985101954,0.940816246,0.98174135,1.022411415,1.076829718,1.019730045,1.098136744,0.986541195,0.973646083,0.918636238,1,-1,-1,1,1
0.476128536,0.350403217,0.242021637,0.098593422,0.152815533,0.135932415,0.095627414,0.095443075,0.101475031,0.087336453,0.08928614,0.095859932,0.071619717,0.064985681,0.071815914,0.069282978,0.045588741,0.057624256,0.060007235,0.062395089,0.934236192,1.221509487,0.946350548,0.882565497,0.776784713,0.699050547,0.58682572,0.496780326,0.468336852,0.467075431,0.498409526,0.482043851,0.461273842,0.428623518,0.397938744,0.372508594,0.363013576,0.35298324,0.362212131,0.361430329,0.595734897,0.7535328,1.011145634,1.135207647,1.014574913,0.978581351,0.955201857,0.9643369,0.964591058,0.892124924,0.834710152,0.823121117,0.822130638,0.789439309,0.781425553,0.816640848,0.807009598,0.790603745,0.755684077,0.647918506,0.511034058,0.607160102,0.64202236,0.835158074,1.008278114,1.112865819,1.207684888,1.299114542,1.308709377,1.335717329,1.251754363,1.157915152,0.973758313,1.022388773,0.928700104,0.889091036,0.850814214,0.837576764,0.801501476,0.809252162,1,-1,-1,1,1
0.431097249,0.349435232,0.198927211,0.086412816,0.144765922,0.123930507,0.083012588,0.080437522,0.082526339,0.07838545,0.074688297,0.08895531,0.056665291,0.072226626,0.07383992,0.08534317,0.041539392,0.057392322,0.071089724,0.063930051,0.923624653,1.085848691,0.850527679,0.72480261,0.686430584,0.546615899,0.486340131,0.443377187,0.433231349,0.401191909,0.406677463,0.328825303,0.312693037,0.307402663,0.290337965,0.278513676,0.237236925,0.232563294,0.236528334,0.251494592,0.485288636,0.587561384,0.773058115,0.847538536,0.769777302,0.701309841,0.660688806,0.638351314,0.601262317,0.55240332,0.537017068,0.480576693,0.441464098,0.421704393,0.449267731,0.462066168,0.458663283,0.444844664,0.433470062,0.40315194,0.550220576,0.57872317,0.689683513,0.843437421,1.028830367,1.007385069,1.103120542,1.056490713,1.075412424,1.036346399,1.059792297,1.028705201,1.040331596,0.972461003,0.983589296,1.082250013,1.04250093,0.991714588,0.99793208,0.955200412,1,-1,-1,1,1
0.486143225,0.373980612,0.257160851,0.092079656,0.161523394,0.136685594,0.099600526,0.092003648,0.09510861,0.092318794,0.088314545,0.094238046,0.081239082,0.060900816,0.078275118,0.077255462,0.049751931,0.052882604,0.066352911,0.064776701,0.710648254,0.802780306,0.590196321,0.461091426,0.38651031,0.326848662,0.284031292,0.3042613,0.328014649,0.338749252,0.336540174,0.303477358,0.287354365,0.288431121,0.296700269,0.287213798,0.275919807,0.261948701,0.263663552,0.243176458,0.614703701,0.852517054,1.176061375,1.261942855,1.140004512,1.127935684,1.086001132,1.022660816,0.949097292,0.953598168,0.987505602,0.962987397,0.905150905,0.955956895,0.932754433,0.915178105,0.906308857,0.815126078,0.773945272,0.704357206,0.570601875,0.644681568,0.790034572,0.998648667,1.164930598,1.332189104,1.455582755,1.699333159,1.537096725,1.309135281,1.40308884,1.445913291,1.315983061,1.325688208,1.306367577,1.271753992,1.283831058,1.177981369,1.084993973,0.931962163,1,-1,-1,1,1
0.47497247,0.38265525,0.246646584,0.097884966,0.15963355,0.156957251,0.090345594,0.081532635,0.089782806,0.085021713,0.082111977,0.088822414,0.072677813,0.082722374,0.079796648,0.09143384,0.05724154,0.068983523,0.08020889,0.08134813,0.821288245,1.026871219,0.762256294,0.650696986,0.522031422,0.444871655,0.396988853,0.355124897,0.326706006,0.333973016,0.33457047,0.316327213,0.306112164,0.285219127,0.268470635,0.24745755,0.22233352,0.216889372,0.230303209,0.238002958,0.528475685,0.636566771,0.860584517,0.978925364,0.924748708,0.896616418,0.866893436,0.84949089,0.793395949,0.679177376,0.708492213,0.705154634,0.715124913,0.684830861,0.676753238,0.617581389,0.557381266,0.460145115,0.457014631,0.417839027,0.587229081,0.623507881,0.757194662,0.958418814,1.016592801,1.29815156,1.198707815,1.236212342,1.26736969,1.079636737,1.119036047,1.017228715,1.068075565,1.060772828,1.144777303,1.080821638,1.074321103,1.012701358,0.957743579,0.943831355,1,-1,-1,1,1
0.467708993,0.333916625,0.226919452,0.089862777,0.151337455,0.144623286,0.105117984,0.090797567,0.096325844,0.086499722,0.092706425,0.082821131,0.077940181,0.052795909,0.080588564,0.079145637,0.06585351,0.062302022,0.074419196,0.066419117,0.70998941,0.840327973,0.624647799,0.531061252,0.449693425,0.419592197,0.394724463,0.323191353,0.323237215,0.315384384,0.335819535,0.321973842,0.322963073,0.300336688,0.274657222,0.267089041,0.27036504,0.254287007,0.257533527,0.248655256,0.571328088,0.698656217,0.880015614,0.985333253,0.971405167,1.014539019,1.003318203,0.99140709,1.037094118,0.987139159,0.943397716,0.974101504,0.954819023,0.915583562,0.919340976,0.857989961,0.811137662,0.744309286,0.746972465,0.680338222,0.529635304,0.609217913,0.672114761,0.831388886,1.014129274,1.315978696,1.335456463,1.287928687,1.444035901,1.263109458,1.118126614,1.16263141,1.091143706,1.157452789,1.13502332,1.120531343,1.057400315,1.048535978,1.002055967,0.895511254,1,-1,-1,1,1
0.423353845,0.371065752,0.232074685,0.098522374,0.154064907,0.144282596,0.091222934,0.08454151,0.094752872,0.071745591,0.067557978,0.078267868,0.060729415,0.057238066,0.062294227,0.065820409,0.037876292,0.047420986,0.060736708,0.055624866,0.705894174,0.884478904,0.668929941,0.573821004,0.514495187,0.460546539,0.382749674,0.323231045,0.309059277,0.296232166,0.310689505,0.324053806,0.313227585,0.290975797,0.279001029,0.242348875,0.217329929,0.218392825,0.239450847,0.233797824,0.485164412,0.575912171,0.742575673,0.828431937,0.810557151,0.707524612,0.688221379,0.694699248,0.694089018,0.688887985,0.61040718,0.584409521,0.615940076,0.646577649,0.728924216,0.698079238,0.654767956,0.599006317,0.518858602,0.460988758,0.493207654,0.56272412,0.619843491,0.746870294,0.83268325,0.962334891,1.100983697,1.130910483,1.22644566,1.237442166,1.146305761,1.083692352,0.990930817,1.068598093,0.996011918,1.157910576,1.065220205,1.112462624,1.105911591,1.000186823,1,-1,-1,1,1
0.329257798,0.280913217,0.166741447,0.079941297,0.112438671,0.1120759,0.080116828,0.095192664,0.090256689,0.087401888,0.081002488,0.093292142,0.084090486,0.065168005,0.075754484,0.08391465,0.066418779,0.058715072,0.0754343,0.072141522,0.742731345,0.859340984,0.631548608,0.494984451,0.379022646,0.361328249,0.320954951,0.267345125,0.257966883,0.280433741,0.284383953,0.278531187,0.281968727,0.2554146,0.236717277,0.22076992,0.194609558,0.194862878,0.193537378,0.197689476,0.551047788,0.682802227,0.86360244,0.87828997,0.82008161,0.770837047,0.743222042,0.722507673,0.730698526,0.691572496,0.644669242,0.61095675,0.637629342,0.678573672,0.686332489,0.679109135,0.723788722,0.740571676,0.693291298,0.662771243,0.497967264,0.586428909,0.64100959,0.734843624,0.940649823,1.082710806,1.081080185,1.051642271,1.121028856,1.149554823,0.95657207,0.861852463,0.863760148,0.843044623,0.912065521,0.871948906,0.873317942,0.87924946,0.844908506,0.813274816,1,-1,-1,1,1
0.456068211,0.369222663,0.254170137,0.093975781,0.14873116,0.132743465,0.077353291,0.076414331,0.075350614,0.055557901,0.050683068,0.063152813,0.04265822,0.035987879,0.04764192,0.048082689,0.035134164,0.037154767,0.044445567,0.040808989,0.780853556,0.962312373,0.708666075,0.611381691,0.546781192,0.439026638,0.381368683,0.314296853,0.314226326,0.34616564,0.359958334,0.335486034,0.330366745,0.302068102,0.266533979,0.236395387,0.198027195,0.203027329,0.206661912,0.210492434,0.518564689,0.604871347,0.747788639,0.73940165,0.713214233,0.708658928,0.685464196,0.706706538,0.772419334,0.770242636,0.740233098,0.697391607,0.758679746,0.786999727,0.749755566,0.746641887,0.717102602,0.672434352,0.582217297,0.478331717,0.574954006,0.638336941,0.789823792,1.034477485,1.291912759,1.478412181,1.797553052,1.75834181,1.695488767,1.48961691,1.391431383,1.281473598,1.210909356,1.228580133,1.171847618,1.285404993,1.285030021,1.287552069,1.279465286,1.23791646,1,-1,-1,1,1
0.409549956,0.357638908,0.217171959,0.094440491,0.166025921,0.146276045,0.089602028,0.089654938,0.096647452,0.072101242,0.071482155,0.08217717,0.07479536,0.056141609,0.069849685,0.070473257,0.050208291,0.047856544,0.049811029,0.053658224,0.806975626,0.9909627,0.780709315,0.651908895,0.609311559,0.505950683,0.418084028,0.31297902,0.311563575,0.308295652,0.330550582,0.325966805,0.303478755,0.297229174,0.268946924,0.23708789,0.237965203,0.203972606,0.20007063,0.215694481,0.537314099,0.660961832,0.831760004,0.853624554,0.785455972,0.74714227,0.813732139,0.819090389,0.797750075,0.780806235,0.783941439,0.764921886,0.76697206,0.754104083,0.762397353,0.756442834,0.725658064,0.696103623,0.645718029,0.628667993,0.528155298,0.600273059,0.707641102,0.901579729,1.063552658,1.29419504,1.38255762,1.325383959,1.331411613,1.241713132,1.262350528,1.153048011,1.144534608,1.087077159,1.093245888,1.03570836,0.912109905,0.976784806,0.932529774,0.91676414,1,-1,-1,1,1
0.656210514,0.542910089,0.430271875,0.151538939,0.286722796,0.248669855,0.132321079,0.11764215,0.152937915,0.121859317,0.086188836,0.098773922,0.083535165,0.065547997,0.071452884,0.077158209,0.050888571,0.047377569,0.06307285,0.056889667,0.623153226,0.882906336,0.707264874,0.631304897,0.52040139,0.441802269,0.43319823,0.364002249,0.345526246,0.340205705,0.313064928,0.294980813,0.287762477,0.278891069,0.256583985,0.228056658,0.187205489,0.191540062,0.20723043,0.194976912,0.592244852,0.670123371,0.867808451,0.992719326,1.091035449,1.01653318,0.988822852,0.959486428,0.979357144,0.958569719,0.928391139,0.943580632,0.891429558,0.906674562,0.876255905,0.818606518,0.799966885,0.703947618,0.639612229,0.583222671,0.59618518,0.680867117,0.847363094,1.082770063,1.374207497,1.650777524,1.555044821,2.046761074,1.999778873,1.777837849,1.766228161,1.942755771,1.609437912,1.600919973,1.473772047,1.509071097,1.565382285,1.500293347,1.461816243,1.487775019,1,-1,-1,1,1
0.522943477,0.425302197,0.283217138,0.110879205,0.174168837,0.160950705,0.106217635,0.108968091,0.119142779,0.104183298,0.101783011,0.10586071,0.092247283,0.058474094,0.092467323,0.08283183,0.053917907,0.04587566,0.072720047,0.063717775,0.755329584,0.874194183,0.669637925,0.604309694,0.503058233,0.44831916,0.428885526,0.384604921,0.36333505,0.345230887,0.329901431,0.298723529,0.288995602,0.273622985,0.260524535,0.239205733,0.217057113,0.198287335,0.196320793,0.206604281,0.5387733,0.645837705,0.84203569,0.886749784,0.828015858,0.798562886,0.753388113,0.731488387,0.723274809,0.643331429,0.67991341,0.641644647,0.64806432,0.667237213,0.659287851,0.669687491,0.689056082,0.650752873,0.63696125,0.608726869,0.485258127,0.56446399,0.665280473,0.77981764,0.991099541,1.105499886,1.046903543,0.985421734,0.976577877,0.949917861,0.93678987,0.986172097,0.924730113,0.90392352,0.92021302,0.95230392,0.960015699,0.907032845,0.871838969,0.862659779,1,-1,-1,1,1
0.424546163,0.342742282,0.226396153,0.074378533,0.128380267,0.113539866,0.077105716,0.071451061,0.071556772,0.061974034,0.06049333,0.065386673,0.047480998,0.047906156,0.051345919,0.05389602,0.034557706,0.041742981,0.048170494,0.053541489,0.766707703,1.010680841,0.753276267,0.644414567,0.552964921,0.455236696,0.366676288,0.287952485,0.267517941,0.284072058,0.307731002,0.268589918,0.259689216,0.247642905,0.213365145,0.18771423,0.170284986,0.145749659,0.146260685,0.157056661,0.604611008,0.757360757,0.997331311,1.05202372,1.02176015,1.00401567,1.014885889,1.066095005,1.016817748,0.903966307,0.89463964,0.836735017,0.904653869,0.89138194,0.891401996,0.908740752,0.86881736,0.831143354,0.713304638,0.678504225,0.554787835,0.668002945,0.763811697,0.929521603,1.090496932,1.228266084,1.418449187,1.475482082,1.897432436,1.595302365,1.555583797,1.561947481,1.287139729,1.385974691,1.369439809,1.343946297,1.252269332,1.363046412,1.276456081,1.3379441,1,-1,-1,1,1
0.394857428,0.313449784,0.187663366,0.070615182,0.10818269,0.099673318,0.078312358,0.072592947,0.070743195,0.070214243,0.079497253,0.075077889,0.066798077,0.061327703,0.077836604,0.072205356,0.063530473,0.061109121,0.074471281,0.077256522,0.907987243,1.132706492,0.857017583,0.80129547,0.711407597,0.542657624,0.431557229,0.402672627,0.395453739,0.390701739,0.417423266,0.381514551,0.357630595,0.337262687,0.313933974,0.294019171,0.273245931,0.257283504,0.239850126,0.249339774,0.634996063,0.922331881,1.212280361,1.432833726,1.42574188,1.219280465,1.161615373,1.062302866,1.031688139,0.91139475,0.941471111,0.90393281,0.824458816,0.836233114,0.844282718,0.741050157,0.7406423,0.683549116,0.595141447,0.558994891,0.407419202,0.530022701,0.528959101,0.547062818,0.603008679,0.741686333,0.781356968,0.857452913,0.902744967,0.88174548,0.795660565,0.725295654,0.647623591,0.679893119,0.673049473,0.670250324,0.667050125,0.655229869,0.624506488,0.576994584,1,-1,-1,1,1
0.456640425,0.352635487,0.237125689,0.085091333,0.12692406,0.120586634,0.095229041,0.067209756,0.075510391,0.07300934,0.076805129,0.073055603,0.062243797,0.057765213,0.078531054,0.074811466,0.045010829,0.05670161,0.062624218,0.06352596,0.98816904,1.289783568,1.002730743,0.86278775,0.731210693,0.636119375,0.574358488,0.404949604,0.372580989,0.412984652,0.450242995,0.435667694,0.404744262,0.381796075,0.339082422,0.29417009,0.266984238,0.288397647,0.296226878,0.293989218,0.505389466,0.56151915,0.684437481,0.719067735,0.66295229,0.651455679,0.606413786,0.575759048,0.602160968,0.581394866,0.586355863,0.571940012,0.565541497,0.551059682,0.534080726,0.521687753,0.491536432,0.466224309,0.409460633,0.39972019,0.519416726,0.605611467,0.738800521,0.872739806,1.137740645,1.303658967,1.310669813,1.417108126,1.23361897,1.267103715,1.202346126,1.282048877,1.309470953,1.173783763,1.12384529,1.312912527,1.175351748,1.169784602,1.02453171,1.053169214,1,-1,-1,1,1
0.404491361,0.311116275,0.170152402,0.057602261,0.110634768,0.102819801,0.07045075,0.066577132,0.070809936,0.065985778,0.065491278,0.071099573,0.068618089,0.03335731,0.061439389,0.064968356,0.032412761,0.035289567,0.055288882,0.047546167,0.746286974,0.902958851,0.648052716,0.54336444,0.478606676,0.426294822,0.331884943,0.225285849,0.208148387,0.23767352,0.2593309,0.261539053,0.265169418,0.227922891,0.193226288,0.170869925,0.152312829,0.151069061,0.162723057,0.161264463,0.578283723,0.717342,0.857911616,0.856313336,0.745206032,0.70981914,0.663874771,0.636421233,0.632809243,0.641152788,0.654978318,0.66216983,0.662825863,0.648672499,0.636628424,0.614394954,0.614021506,0.563512141,0.552063332,0.511657857,0.536607612,0.59605641,0.667931094,0.752368102,0.809453795,0.979311742,0.986225342,1.123789479,1.125484624,1.025587154,0.963392993,0.979838271,1.018133272,1.027006013,1.151218175,1.122497959,1.075662685,0.957273422,0.94510082,0.780589499,1,-1,-1,1,1
0.551162646,0.417250722,0.285084869,0.119318014,0.183460156,0.170779147,0.114657581,0.110019726,0.109518763,0.102985032,0.109021929,0.11069689,0.078750683,0.093372762,0.10126609,0.100837688,0.053685365,0.07582222,0.090041559,0.076875708,0.924834918,1.18897692,0.87659363,0.725269262,0.688990501,0.586488797,0.528318321,0.420929087,0.401375546,0.425328593,0.43737053,0.430338621,0.388205476,0.374197295,0.342927258,0.286131755,0.261909549,0.265690137,0.27301711,0.270240924,0.555981969,0.707508665,0.940526524,1.032451902,0.936339289,0.951651335,0.929685579,0.90488109,0.899671629,0.839119175,0.824370983,0.798832809,0.745761575,0.748634882,0.690073752,0.67604805,0.677592427,0.66755505,0.629292186,0.640325691,0.596457787,0.713134901,0.927876987,1.251511453,1.402314907,1.529518134,1.52705882,1.484978238,1.503195174,1.332199483,1.489892762,1.585340361,1.507613052,1.460848952,1.50493864,1.401254728,1.459621048,1.281295762,1.28982303,1.314030841,1,-1,-1,1,1
0.523301772,0.378593466,0.260250441,0.072257857,0.152159396,0.137037608,0.083321187,0.066197006,0.071815625,0.079053708,0.064662501,0.072165859,0.066372327,0.045209748,0.070022435,0.065964339,0.054844134,0.050639087,0.071749236,0.065261303,0.870392323,1.087521354,0.84992317,0.74433338,0.657241402,0.5600044,0.470966032,0.396891832,0.397725787,0.410800341,0.432533519,0.388708715,0.376231896,0.347537389,0.318219124,0.27359568,0.238557359,0.229808114,0.242374913,0.246202433,0.55818293,0.708321595,0.936278508,0.953559375,0.927273954,0.887605829,0.885531771,0.830565109,0.755968196,0.780976929,0.801284165,0.804442432,0.771429642,0.792155107,0.801468542,0.767234488,0.709054614,0.654543273,0.594284884,0.567479406,0.542378296,0.608557704,0.694240494,0.83832066,1.035329632,1.153880955,1.201396704,1.21422576,1.15721183,1.063118354,0.9944833,1.050869686,1.126122939,1.189777881,1.087531926,1.090832453,1.014369657,0.996042352,0.830998668,0.765637942,1,-1,-1,1,1
0.507341682,0.412390429,0.309005577,0.121062219,0.176426183,0.174331849,0.123004754,0.122120676,0.125661333,0.10827961,0.117062812,0.124930943,0.101839769,0.092651615,0.11550891,0.110520966,0.074181623,0.089461935,0.116418794,0.099791808,0.750465819,0.967564863,0.757551365,0.623055188,0.581130093,0.49988345,0.415604175,0.34487059,0.351758961,0.388714304,0.396207523,0.38398879,0.370616118,0.344226687,0.349316338,0.350280048,0.328735491,0.323073592,0.338580232,0.328591975,0.597888455,0.708585213,0.908796113,0.953327304,1.029371778,1.043903024,1.055036395,1.04449654,1.039393788,1.031557618,0.942000641,1.040239656,1.02083538,1.011847247,1.051824154,0.967327103,0.930120241,0.897497909,0.758329587,0.71361426,0.565873322,0.655356102,0.748877479,0.970242542,1.131568673,1.45887572,1.888661644,1.462337523,1.639840363,1.578855136,1.579854406,1.616202472,1.434570156,1.345004632,1.297441095,1.421236151,1.305970647,1.244640517,1.184719477,1.141873411,1,-1,-1,1,1
0.64388053,0.489709133,0.370886215,0.147212926,0.257776752,0.225592368,0.131831991,0.115839322,0.116783304,0.11640544,0.084126135,0.104436824,0.09090628,0.056933083,0.072303734,0.075778271,0.050634801,0.04435344,0.064984661,0.059526757,0.845513729,1.189451357,0.891892903,0.815176424,0.741190155,0.62858184,0.544714544,0.453614028,0.428329081,0.437992864,0.449742767,0.41979215,0.390799357,0.371326466,0.352617425,0.286077427,0.248497003,0.256520112,0.261427394,0.251485096,0.54110758,0.637544289,0.775461341,0.844467951,0.740238275,0.678739148,0.635110069,0.615700893,0.654241399,0.660292054,0.639948256,0.654215432,0.657426888,0.69862246,0.709117438,0.718974656,0.737721532,0.736572179,0.699814971,0.591082911,0.564983366,0.621591521,0.776901819,1.021524878,1.15510728,1.269028943,1.281133666,1.357388246,1.251926218,1.168223781,1.033702089,0.992104091,0.970202756,1.108836221,1.067176357,1.03737916,0.981170126,1.042212735,0.943969488,0.830694169,1,-1,-1,1,1
0.439720354,0.353977229,0.251415692,0.108448834,0.149411644,0.152456035,0.111426036,0.107231838,0.108225405,0.098863467,0.102669538,0.111029675,0.089962389,0.081760487,0.101473809,0.10409733,0.056673706,0.073630301,0.09575133,0.085395069,0.869531292,1.114861853,0.832710585,0.726202237,0.645990081,0.604580282,0.509754025,0.432699326,0.438901681,0.475259674,0.485219219,0.475365977,0.449723139,0.432157038,0.412960463,0.373486726,0.380845995,0.392439632,0.394212359,0.399282607,0.600172136,0.793251598,1.049790568,1.178858331,1.053147643,0.977592325,0.938626397,0.889678527,0.838386248,0.778566164,0.791899188,0.833313478,0.786565216,0.828558497,0.807548494,0.731297253,0.674459121,0.678290698,0.622712494,0.594905982,0.586377218,0.6724373,0.834920383,1.115855217,1.447614648,1.412129787,1.476917948,1.602498892,1.467666204,1.431266149,1.495955525,1.34337675,1.214640109,1.176309413,1.239124671,1.27743756,1.353273387,1.336778915,1.272965676,1.254399481,1,-1,-1,1,1
0.484205204,0.386823319,0.283930633,0.092654166,0.18116749,0.160844855,0.080936564,0.080390586,0.0908004,0.071536003,0.061292912,0.075753417,0.065641548,0.052665976,0.061766624,0.069055365,0.055615209,0.061726866,0.06848632,0.067098259,0.967057029,1.240449368,0.95417251,0.828485182,0.713015949,0.61970877,0.559777007,0.462610113,0.418359748,0.409880683,0.388787777,0.371352636,0.345391598,0.309660979,0.269292975,0.254300299,0.227314259,0.231412113,0.228725744,0.221688144,0.554414832,0.707057208,0.960253925,1.037481916,0.985493407,0.978151314,0.903416333,0.874911339,0.924043713,0.892372628,0.795862846,0.782506503,0.763636351,0.790290458,0.783484221,0.744275573,0.709886037,0.63312968,0.545975612,0.553413526,0.502131985,0.582103516,0.649988747,0.775818554,1.005844447,1.250878562,1.318131326,1.358851272,1.312327782,1.232424521,1.126855501,1.116643068,1.02239154,1.076604759,1.145618151,1.1713489,1.097063222,1.150486069,1.049867694,0.986879369,1,-1,-1,1,1
0.477217716,0.352048665,0.246249611,0.117110822,0.158784514,0.157472291,0.11345108,0.099171566,0.101856937,0.09356458,0.102100336,0.10201357,0.076545076,0.071894747,0.091129681,0.085225939,0.050094964,0.062019224,0.081979389,0.068627235,0.984938562,1.220781244,0.922151239,0.797971566,0.71005214,0.715370149,0.65451165,0.571234045,0.527070623,0.510040213,0.547155097,0.528373648,0.516290685,0.470984787,0.454572996,0.402435456,0.354435832,0.332681613,0.328095196,0.32861365,0.604950889,0.85099437,1.127159141,1.243142187,1.302751975,1.370305042,1.307404727,1.227682947,1.222372244,1.143311838,1.09295076,1.104683529,1.013488414,1.065419188,1.080787044,0.992937387,0.949130535,0.891087846,0.739075839,0.586559404,0.586185869,0.664121096,0.85927491,1.136996479,1.425354117,1.696601583,1.585327246,1.820113164,1.752687555,1.545714435,1.394590219,1.312232671,1.073153718,1.267640345,1.170271866,1.232523288,1.303355802,1.168338992,1.136581214,1.187155391,1,-1,-1,1,1
