Text,FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus,label
155,0.0,2.63,0.8,2.01,1.52,0.31,2.81,4.64,0.22,0.22,3.7,3.03,4.73,0.67,0.4,1.7,1.52,0.54,31.45,11,156.0,0,5
156,0.0,1.94,0.6,1.51,1.12,1.38,1.72,1.03,0.09,0.17,2.59,4.05,6.59,2.41,1.12,3.79,1.55,1.12,32.78,11,157.0,0,5
157,0.04,1.06,0.35,0.84,1.02,0.49,1.28,1.41,0.04,0.0,2.21,3.23,8.93,1.68,0.53,2.52,1.02,0.93,27.58,11,158.0,0,5
158,2.09,1.42,1.04,1.42,0.84,0.46,2.72,1.55,0.21,0.67,1.84,6.77,6.64,0.88,0.75,2.59,1.76,0.92,34.57,11,159.0,0,5
159,0.0,2.72,0.73,1.21,1.34,0.61,2.9,2.85,0.22,0.35,3.16,3.93,6.14,0.52,0.17,1.04,1.95,0.48,30.32,11,160.0,0,5
160,0.35,1.53,0.74,2.27,0.79,0.7,2.36,1.79,0.26,0.13,2.36,6.08,5.16,1.4,0.48,3.06,1.01,1.05,31.52,11,161.0,0,5
161,0.0,2.47,0.18,1.53,0.49,0.81,2.52,0.81,0.13,0.13,3.01,3.19,6.61,2.83,0.63,1.93,1.75,1.62,30.64,11,162.0,0,5
162,0.04,2.18,0.49,2.63,0.99,0.9,1.97,1.27,0.04,0.25,3.2,4.68,6.66,1.64,0.7,2.67,1.56,0.9,32.77,11,163.0,0,5
163,0.66,3.34,0.79,1.89,2.11,0.53,3.43,3.6,0.53,0.4,3.38,3.12,2.06,1.23,0.26,0.75,1.19,0.92,30.19,11,164.0,0,5
164,0.63,1.63,0.67,1.05,0.75,0.5,1.97,1.84,0.29,0.67,2.01,3.93,8.16,2.05,0.63,2.8,1.0,0.71,31.29,11,165.0,0,5
165,0.61,2.57,0.87,1.18,0.96,0.13,3.57,2.18,0.17,0.31,3.4,5.01,9.02,1.13,0.17,1.13,0.92,0.48,33.81,11,166.0,0,5
166,0.27,1.92,1.7,1.12,0.71,0.85,1.07,0.85,0.58,0.09,2.5,3.08,12.23,1.96,1.38,3.35,1.25,0.94,35.85,11,167.0,0,5
167,0.0,4.83,1.33,1.33,1.06,0.35,3.46,1.91,0.49,0.18,2.88,2.79,8.43,1.42,0.8,1.42,1.73,0.89,35.3,11,168.0,0,5
168,0.44,2.71,0.74,1.27,1.88,0.79,2.53,3.06,0.26,0.48,2.27,5.81,6.2,0.74,0.22,3.06,1.14,1.57,35.17,11,169.0,0,5
169,0.04,1.41,0.73,0.81,1.37,0.86,1.63,1.67,0.17,0.13,3.68,3.43,8.09,1.11,0.34,1.46,0.99,1.07,28.99,11,170.0,0,5
170,0.0,2.46,0.92,0.48,0.66,0.57,2.38,1.76,0.04,0.0,2.38,3.48,7.35,1.8,0.84,1.58,1.54,0.88,29.12,11,171.0,0,5
171,0.22,3.44,0.31,1.88,1.03,1.92,2.9,0.85,0.18,0.27,2.37,8.04,6.65,1.16,0.54,3.31,1.47,1.65,38.19,11,172.0,0,5
172,0.38,1.37,1.45,0.6,1.32,0.68,1.71,1.58,0.34,0.34,2.44,5.9,5.68,0.94,0.34,2.91,1.75,1.32,31.05,11,173.0,0,5
173,0.68,2.8,0.59,0.86,1.81,0.23,3.3,2.89,0.5,0.23,3.26,3.93,5.7,1.09,0.18,0.86,1.99,0.72,31.62,11,174.0,0,5
174,0.0,1.0,0.26,0.31,0.44,0.52,1.57,1.35,0.09,0.0,3.32,1.57,12.79,0.39,0.57,1.83,0.79,0.52,27.32,11,175.0,0,5
175,0.0,0.94,0.35,0.63,0.86,0.27,1.49,0.98,0.04,0.16,2.62,5.56,7.44,1.41,1.17,2.9,1.33,0.9,29.05,11,176.0,0,5
176,0.21,2.08,0.3,0.72,0.85,0.64,2.29,0.8,0.13,0.42,1.91,7.54,7.03,3.52,1.1,5.25,1.1,1.06,36.95,11,177.0,0,5
177,0.09,2.75,0.95,1.31,1.08,0.09,3.02,2.97,0.18,0.27,4.91,4.73,4.91,1.08,0.45,0.77,0.95,0.59,31.1,11,178.0,0,5
178,0.08,3.14,0.92,1.13,1.26,0.42,3.1,1.17,0.13,0.25,2.3,3.56,9.55,1.42,0.59,2.51,1.93,1.17,34.63,11,179.0,0,5
179,0.0,3.77,0.86,1.33,1.76,0.77,2.61,3.81,0.17,0.0,2.83,4.41,3.3,0.43,0.04,1.8,3.3,0.47,31.66,11,180.0,0,5
180,0.17,2.47,0.64,2.05,0.77,0.6,1.83,2.98,0.17,0.0,3.11,4.43,2.9,0.6,0.3,2.43,1.07,0.6,27.12,11,181.0,0,5
181,0.0,2.28,1.4,0.26,0.79,0.13,0.79,0.83,0.83,1.62,3.68,1.84,6.49,3.2,0.66,1.05,0.96,0.92,27.73,11,182.0,0,5
182,0.94,3.75,0.68,2.56,0.94,0.43,4.18,2.13,0.3,0.43,2.98,4.65,5.84,1.36,0.21,1.15,1.02,0.9,34.45,11,183.0,0,5
183,0.0,2.38,0.88,0.7,0.75,0.44,2.9,1.72,0.09,0.35,4.58,2.2,6.64,0.7,0.53,2.16,1.14,0.92,29.08,11,184.0,0,5
184,0.0,2.35,1.08,1.08,1.13,0.36,2.75,1.71,0.14,0.36,3.38,2.21,4.47,0.45,0.05,0.32,0.95,0.63,23.42,11,185.0,0,5
185,0.0,1.54,0.48,1.85,1.71,0.48,2.07,2.2,0.31,0.04,1.89,4.04,5.54,1.14,0.09,2.99,0.79,0.57,27.73,11,186.0,0,5
186,0.13,1.68,1.01,2.29,1.28,0.62,2.38,1.94,0.4,0.44,3.09,4.59,5.6,0.93,0.49,2.51,1.32,0.97,31.67,11,187.0,0,5
187,2.4,2.79,1.18,0.61,1.75,0.57,3.01,2.27,0.09,0.17,4.19,3.23,6.9,1.4,0.52,1.66,1.35,1.05,35.14,11,188.0,0,5
188,0.0,4.25,1.07,1.97,2.06,0.31,3.63,4.52,0.27,0.18,3.18,5.46,3.22,0.85,0.04,0.98,0.67,0.4,33.06,11,189.0,0,5
189,0.97,3.73,1.05,2.55,1.27,0.92,4.83,2.37,0.09,0.48,2.2,4.17,4.13,0.97,0.18,1.27,1.14,0.53,32.85,12,190.0,0,6
190,0.0,2.99,0.74,0.74,1.26,0.26,2.47,4.3,0.22,0.26,3.43,3.3,2.13,0.87,0.13,1.69,1.39,0.35,26.53,12,191.0,0,6
191,0.25,3.62,0.21,0.59,1.18,0.29,2.27,1.35,0.46,0.63,2.27,5.05,5.77,1.6,0.38,1.35,1.26,0.46,28.99,12,192.0,0,6
192,0.89,2.93,0.42,1.27,0.55,0.59,3.06,1.78,0.21,0.25,2.8,5.06,9.64,2.89,1.36,3.1,1.23,0.51,38.54,12,193.0,0,6
193,0.13,2.58,0.85,0.72,0.89,0.21,2.41,1.4,0.17,0.08,2.45,4.36,7.78,2.62,0.85,1.44,1.14,0.76,30.84,12,194.0,0,6
194,1.14,2.48,0.97,0.76,1.22,0.59,2.31,1.81,0.08,0.97,2.44,6.43,3.78,0.76,0.25,2.9,1.81,1.47,32.17,12,195.0,0,6
195,0.35,1.95,1.43,0.82,0.69,0.3,2.65,3.51,0.13,0.17,2.39,5.29,3.73,0.48,0.26,3.25,1.0,0.95,29.35,12,196.0,0,6
196,0.0,4.19,0.39,1.77,0.69,0.86,3.58,1.68,0.13,0.13,3.02,4.19,6.13,0.86,0.22,0.47,1.77,0.73,30.81,12,197.0,0,6
197,0.26,3.43,0.31,0.57,1.41,0.66,2.9,2.24,0.44,0.13,2.86,6.03,3.74,0.92,1.28,1.1,1.85,0.7,30.83,12,198.0,0,6
198,0.17,1.97,0.83,1.84,1.27,0.52,3.5,4.76,0.17,0.09,3.32,5.59,3.02,0.61,0.09,2.62,0.96,0.66,31.99,12,199.0,0,6
199,0.45,4.36,0.72,2.52,1.62,0.99,3.96,3.19,0.0,0.45,2.92,3.19,2.43,0.76,0.31,1.12,2.11,0.81,31.91,12,200.0,0,6
200,1.94,3.33,0.61,1.69,1.25,0.56,4.62,1.82,0.35,1.56,3.46,4.62,3.72,0.82,0.43,1.73,1.08,1.12,34.71,12,201.0,0,6
201,0.0,2.39,1.13,2.22,0.87,0.22,2.96,2.92,0.26,0.48,3.57,6.14,4.57,0.61,0.26,1.04,0.91,0.39,30.94,12,202.0,0,6
202,0.74,1.92,0.44,0.61,0.7,0.48,2.75,1.22,0.04,0.13,2.66,3.45,10.38,3.58,0.78,2.79,1.31,1.09,35.07,12,203.0,0,6
203,0.04,3.4,0.88,3.12,0.72,0.16,2.68,2.24,0.0,0.08,3.16,6.64,3.76,1.28,0.48,0.88,1.08,0.44,31.04,12,204.0,0,6
204,0.27,2.65,0.76,1.17,0.85,0.36,2.7,2.83,0.31,0.09,4.0,3.87,2.07,0.76,0.18,1.3,1.89,0.4,26.46,12,205.0,0,6
205,0.94,2.83,0.98,1.39,0.9,0.78,2.62,2.91,0.25,1.89,2.75,4.63,4.1,0.66,0.16,1.72,0.98,0.82,31.31,12,206.0,0,6
206,0.48,2.64,1.04,1.39,0.82,0.56,2.82,3.03,0.09,0.04,2.9,5.37,5.59,1.13,0.09,2.04,1.13,1.39,32.55,12,207.0,0,6
207,0.04,3.51,1.24,2.53,0.8,0.4,4.09,3.6,0.27,0.22,2.89,5.38,3.69,0.84,0.27,1.2,0.89,0.84,32.7,12,208.0,0,6
208,0.04,3.06,0.44,1.01,1.31,0.66,3.45,2.19,0.26,0.35,3.85,2.84,4.68,1.18,0.26,1.05,1.18,0.22,28.03,12,209.0,0,6
209,0.71,2.41,0.76,1.34,1.43,0.54,3.03,3.17,0.22,0.85,2.68,4.51,2.86,0.85,0.27,1.96,1.07,0.62,29.28,12,210.0,0,6
210,0.56,3.61,0.61,1.61,2.13,0.39,3.52,3.82,0.78,0.35,3.04,2.87,2.78,0.7,0.22,1.13,1.35,0.65,30.12,12,211.0,0,6
211,0.0,3.14,0.78,2.27,1.05,0.83,4.01,3.75,0.52,1.22,2.4,4.27,4.49,0.61,0.26,1.74,1.26,0.74,33.34,12,212.0,0,6
212,0.14,4.34,0.59,1.63,1.18,1.0,3.44,4.25,0.23,0.36,3.57,5.11,2.99,0.81,0.54,1.31,1.31,0.5,33.3,12,213.0,0,6
213,0.0,2.45,0.36,2.49,0.76,0.4,3.91,3.02,0.18,0.22,4.36,4.05,1.56,0.49,0.13,1.07,1.56,1.02,28.03,12,214.0,0,6
214,0.46,3.44,1.33,2.02,1.56,0.32,2.2,2.71,0.18,0.55,3.12,4.41,6.47,0.6,0.09,1.42,1.47,0.83,33.18,12,215.0,0,6
215,1.1,2.46,0.93,1.7,0.68,0.38,1.78,2.17,0.17,0.08,2.17,7.26,5.1,1.36,0.34,3.36,1.4,0.98,33.42,12,216.0,0,6
216,0.32,2.9,0.72,1.0,1.31,1.54,3.53,2.31,0.14,0.18,2.44,5.75,3.89,1.22,0.18,1.63,1.49,0.68,31.23,12,217.0,0,6
217,0.0,3.39,0.98,1.78,1.74,0.49,2.54,3.79,0.13,0.85,3.97,4.14,3.74,0.85,0.18,0.76,1.34,0.58,31.25,12,218.0,0,6
218,0.0,2.87,0.73,0.9,0.94,0.38,4.02,2.22,0.21,0.73,2.99,3.93,3.42,1.24,0.26,1.54,0.77,0.68,27.83,12,219.0,0,6
219,0.04,2.39,1.83,1.26,0.91,0.44,3.18,2.31,0.09,0.04,2.61,5.66,6.66,0.87,0.17,2.48,1.0,0.74,32.68,12,220.0,0,6
220,0.91,2.43,0.74,2.77,1.04,0.91,2.6,1.56,0.3,0.87,3.07,6.11,4.33,1.08,0.3,2.73,1.47,0.87,34.09,12,221.0,0,6
221,3.36,4.3,1.03,2.07,0.9,0.47,4.86,2.41,0.22,2.28,2.45,3.66,4.35,1.08,0.65,1.81,1.12,1.03,38.05,12,222.0,0,6
222,0.72,1.83,0.93,0.42,0.93,0.68,2.51,2.0,0.04,0.47,2.8,6.84,5.74,0.59,0.25,3.14,1.44,0.72,32.05,12,223.0,0,6
223,0.57,3.0,0.84,1.46,2.43,0.31,2.56,5.51,0.66,0.31,1.94,3.18,2.34,0.93,0.18,0.93,1.72,0.75,29.62,12,224.0,0,6
224,0.85,2.07,0.41,1.3,1.3,0.81,2.03,1.74,0.12,1.58,3.04,7.26,1.99,0.93,0.45,2.68,1.38,0.53,30.47,12,225.0,0,6
225,0.49,2.73,1.54,1.63,1.06,1.01,2.95,1.37,0.13,0.31,2.69,6.31,8.2,1.68,0.57,3.35,1.1,1.23,38.35,12,226.0,0,6
226,0.22,2.37,0.47,2.11,0.73,0.34,2.5,1.81,0.34,0.26,3.66,6.46,3.79,0.73,0.3,1.98,0.99,0.6,29.66,12,227.0,0,6
227,0.41,2.26,0.58,0.58,0.78,0.95,2.51,1.23,0.08,0.25,2.18,6.21,4.57,1.11,0.33,3.37,1.48,1.03,29.91,12,228.0,0,6
228,2.26,2.95,0.68,1.02,1.2,0.43,2.18,1.49,0.09,0.51,2.18,5.89,5.72,0.98,0.21,3.33,1.07,0.81,33.0,12,229.0,0,6
229,0.3,1.87,1.04,1.17,1.35,1.61,2.3,1.3,0.26,0.17,2.74,4.43,8.61,2.3,0.57,2.43,1.52,1.22,35.19,12,230.0,0,6
230,0.41,2.96,0.87,1.46,1.64,0.32,3.05,3.19,0.46,0.59,3.55,3.6,3.87,0.68,0.14,1.28,1.68,0.36,30.11,12,231.0,0,6
231,0.57,3.66,1.22,1.05,1.48,0.22,2.7,3.57,0.39,0.52,4.01,3.88,3.18,0.35,0.35,0.57,1.48,0.52,29.72,12,232.0,0,6
232,0.04,3.02,1.16,0.62,1.51,0.22,2.22,2.58,0.58,0.13,2.84,4.44,2.89,0.53,0.22,1.02,2.84,0.49,27.35,12,233.0,0,6
233,0.58,2.74,0.54,1.62,1.25,0.75,2.57,1.87,0.29,0.66,1.87,6.64,5.56,0.87,0.5,2.62,1.12,0.54,32.59,12,234.0,0,6
234,0.0,2.67,1.63,1.18,0.63,0.45,2.63,3.4,0.23,0.05,2.4,3.58,3.3,1.04,0.23,2.04,2.81,0.77,29.04,12,235.0,0,6
235,4.24,2.39,0.7,0.33,0.95,0.33,1.85,1.61,0.08,1.44,2.39,5.89,5.89,1.93,0.62,2.06,1.03,1.36,35.09,12,236.0,0,6
236,0.05,1.98,0.72,2.26,1.17,0.59,2.57,2.35,0.14,0.14,2.84,4.29,6.09,0.99,0.59,3.88,1.31,1.22,33.18,12,237.0,0,6
237,1.52,4.14,1.88,1.35,0.9,0.74,3.15,2.83,0.08,0.86,2.83,7.41,3.64,0.41,0.12,2.87,1.31,1.27,37.31,12,238.0,0,6
238,0.04,2.39,1.13,1.35,1.17,0.87,1.48,1.65,0.09,0.35,1.87,4.92,8.09,1.74,0.39,2.65,1.13,0.74,32.05,12,239.0,0,6
239,0.75,2.33,1.45,0.92,1.1,0.75,1.76,2.11,0.18,0.48,2.64,3.52,6.73,1.58,1.1,2.2,1.27,1.1,31.97,12,240.0,0,6
240,0.0,2.71,0.83,2.36,1.71,0.96,2.01,2.97,0.04,0.09,2.62,6.12,5.51,0.74,0.35,3.11,0.92,0.87,33.92,12,241.0,0,6
241,0.13,1.82,0.61,2.21,1.34,0.35,2.43,2.95,0.13,0.26,2.04,5.9,4.81,1.56,0.13,3.43,0.74,0.95,31.79,12,242.0,0,6
242,0.82,2.45,0.64,1.38,1.55,1.8,2.62,1.98,0.26,0.34,2.06,6.88,3.78,1.03,0.17,3.31,1.55,1.16,33.78,12,243.0,0,6
243,2.3,2.66,0.66,1.24,1.28,0.4,2.52,4.03,0.35,0.31,3.32,4.47,3.67,0.93,0.18,1.33,1.02,0.75,31.42,12,244.0,0,6
244,0.04,3.6,1.14,1.98,1.23,0.04,3.16,3.91,0.18,0.31,3.25,5.67,2.81,0.75,0.22,0.7,1.01,0.75,30.75,12,245.0,0,6
245,0.0,3.11,1.62,1.11,1.41,0.13,3.11,4.68,0.13,0.26,3.02,3.83,4.86,0.51,0.04,0.98,1.02,0.21,30.03,12,246.0,0,6
246,0.09,3.04,1.26,1.78,1.39,0.39,2.3,2.0,0.22,0.3,1.74,5.91,5.26,0.83,0.26,3.3,1.26,0.78,32.11,12,247.0,0,6
247,0.04,3.29,0.43,1.69,1.08,0.74,2.95,2.69,0.13,0.17,2.86,5.55,4.33,1.0,0.43,1.95,0.69,0.78,30.8,12,248.0,0,6
248,2.14,2.5,1.16,1.52,1.43,0.71,2.73,1.16,0.18,0.18,2.77,5.0,6.21,1.79,0.54,3.31,0.76,0.85,34.94,12,249.0,0,6
249,0.0,3.23,0.43,1.29,0.56,0.99,2.62,2.28,0.17,0.26,3.66,3.31,3.35,0.77,0.09,1.12,1.55,1.29,26.97,12,250.0,0,6
250,0.04,1.79,0.74,1.57,0.92,0.52,1.79,2.1,0.13,0.17,2.93,2.97,6.73,1.09,0.17,2.36,1.66,0.66,28.34,12,251.0,0,6
251,0.05,2.22,0.54,2.17,0.54,0.14,2.22,2.63,0.09,0.09,3.44,2.58,3.85,0.91,0.23,1.22,0.86,0.91,24.69,12,252.0,0,6
252,0.76,1.43,0.67,0.34,1.01,0.5,1.3,0.84,0.17,0.25,1.34,5.08,3.66,0.42,0.21,3.24,1.68,0.5,23.4,12,253.0,0,6
253,0.0,3.43,0.62,1.65,1.2,0.71,4.55,3.17,0.36,0.09,2.63,6.15,2.9,0.4,0.4,1.6,1.74,0.53,32.13,12,254.0,0,6
254,2.48,2.27,0.73,1.11,0.6,1.76,2.27,1.24,0.13,0.43,1.97,6.6,6.25,0.86,0.21,2.48,1.63,1.37,34.39,12,255.0,0,6
255,0.54,2.08,0.58,0.67,1.62,1.12,2.41,1.04,0.29,0.46,2.33,7.99,4.24,1.04,0.37,3.16,1.66,1.75,33.35,12,256.0,0,6
256,0.0,3.63,0.55,0.97,0.72,0.68,2.24,1.77,0.17,0.17,3.12,5.11,4.09,0.8,0.17,2.2,1.65,0.46,28.5,12,257.0,0,6
257,0.0,3.0,0.67,1.21,1.0,0.67,2.29,2.79,0.25,0.17,3.09,3.46,4.38,0.54,0.42,0.67,0.92,1.08,26.61,12,258.0,0,6
258,3.2,6.05,0.98,1.96,1.2,0.45,4.54,2.05,0.18,0.89,2.76,5.03,4.72,0.45,0.0,0.89,1.07,0.76,37.18,12,259.0,0,6
259,0.57,3.34,0.53,1.76,0.97,0.57,2.73,2.11,0.26,0.35,3.25,5.36,4.35,1.28,0.31,1.23,1.1,1.01,31.08,12,260.0,0,6
260,0.17,3.44,0.87,1.74,1.79,0.39,2.09,3.14,0.48,0.17,2.61,3.75,2.05,0.65,0.09,1.09,1.26,0.78,26.56,12,261.0,0,6
261,0.39,2.67,0.95,1.9,0.82,1.12,2.67,2.28,0.13,0.04,3.27,4.87,4.57,0.82,0.43,0.99,1.77,0.65,30.34,12,262.0,0,6
262,0.68,3.08,0.59,2.74,1.1,0.59,3.0,1.9,0.04,0.34,2.87,5.61,4.39,0.42,0.38,1.73,1.56,0.42,31.44,12,263.0,0,6
263,1.18,2.45,1.27,1.97,0.61,1.4,2.58,1.0,0.31,0.52,2.8,4.24,6.55,1.79,0.22,3.23,1.18,1.27,34.57,12,264.0,0,6
264,0.0,0.97,0.16,0.24,1.34,0.08,0.89,3.44,0.61,0.24,1.78,1.94,4.82,0.61,0.12,1.3,1.3,0.4,20.24,13,265.0,0,7
265,0.0,2.92,0.8,0.63,3.51,0.17,3.3,3.17,1.31,0.08,3.09,3.3,1.27,0.55,0.04,1.35,2.07,1.1,28.66,13,266.0,0,7
266,1.9,2.67,1.27,0.95,0.86,0.5,3.17,5.43,0.05,0.59,3.08,4.66,4.39,1.04,0.23,0.72,1.9,0.23,33.64,13,267.0,0,7
267,0.0,1.7,0.47,0.72,0.64,0.72,2.37,1.99,0.38,0.13,2.63,1.57,3.35,0.89,0.0,1.74,2.25,0.93,22.48,13,268.0,0,7
268,0.0,2.76,0.49,0.76,1.51,0.76,2.89,1.91,0.22,0.18,2.49,3.73,4.27,0.84,0.13,1.33,1.2,0.8,26.27,13,269.0,0,7
269,0.0,1.06,0.45,0.16,1.18,0.45,0.65,1.96,0.12,0.16,3.19,2.04,3.72,1.06,0.0,2.21,3.06,0.41,21.88,13,270.0,0,7
270,0.0,2.36,0.29,0.83,1.12,0.12,2.23,2.44,0.29,0.17,3.47,3.64,3.14,0.7,0.41,0.87,1.45,0.58,24.11,13,271.0,0,7
271,0.94,1.54,1.03,0.34,1.8,0.39,1.5,4.71,0.21,0.13,2.44,2.87,3.34,1.11,0.21,1.41,1.84,0.73,26.54,13,272.0,0,7
272,0.12,1.25,0.32,0.08,2.02,0.08,1.37,4.41,0.12,0.12,2.18,2.67,2.99,0.69,0.16,1.05,1.7,0.4,21.73,13,273.0,0,7
273,0.04,0.56,0.3,0.3,0.43,0.21,0.94,1.76,0.17,0.04,2.87,2.23,3.43,0.21,0.26,2.91,2.4,0.47,19.53,13,274.0,0,7
274,0.0,1.47,0.52,0.65,0.91,0.78,1.6,1.94,0.13,0.0,2.67,2.37,4.53,1.34,0.22,2.07,1.38,0.34,22.92,13,275.0,0,7
275,0.04,2.84,0.25,0.16,1.77,0.33,1.81,5.64,0.12,0.0,2.55,3.67,2.31,0.16,0.0,1.94,0.33,0.25,24.17,13,276.0,0,7
276,0.57,2.32,0.69,0.98,1.75,1.06,1.71,2.16,0.49,0.53,3.38,2.89,4.23,0.77,0.33,1.14,0.98,0.73,26.71,13,277.0,0,7
277,0.0,0.74,0.04,0.2,1.1,0.12,2.41,1.39,0.57,0.0,3.27,3.64,1.39,0.53,0.08,2.04,0.98,0.69,19.19,13,278.0,0,7
278,0.0,2.21,0.47,1.32,2.34,0.6,1.66,1.4,1.02,0.51,2.34,1.36,10.29,2.47,0.38,1.36,0.6,0.77,31.1,13,279.0,0,7
279,0.0,2.39,0.46,0.67,1.3,0.38,1.93,2.6,0.21,0.0,2.3,3.73,1.84,0.38,0.0,2.01,1.47,0.42,22.09,13,280.0,0,7
280,0.12,1.84,0.42,0.46,0.88,0.15,3.77,2.96,0.23,0.04,2.92,6.34,1.46,0.27,0.08,1.77,2.57,0.5,26.78,13,281.0,0,7
281,0.45,3.23,0.58,1.61,2.06,0.31,2.24,2.78,0.81,1.43,3.36,3.81,3.36,1.17,0.31,0.99,1.08,0.67,30.25,13,282.0,0,7
282,0.05,3.46,0.96,0.55,3.5,0.09,1.91,5.37,0.96,0.5,2.91,2.73,3.5,0.55,0.18,1.18,2.05,0.64,31.09,13,283.0,0,7
283,0.0,1.83,0.49,1.38,2.56,0.2,1.71,2.44,0.2,0.0,3.01,2.48,7.77,1.95,0.04,1.02,1.83,0.45,29.36,13,284.0,0,7
284,0.34,1.71,0.9,0.6,1.32,0.51,2.26,2.6,0.38,0.04,3.84,2.77,2.09,0.34,0.17,1.28,1.92,0.64,23.71,13,285.0,0,7
285,0.12,0.9,0.43,0.16,2.89,0.16,1.17,4.5,0.04,0.0,2.58,1.76,2.62,0.23,0.0,1.21,1.29,0.39,20.45,13,286.0,0,7
286,0.22,2.88,0.53,0.31,1.68,0.22,2.83,3.28,0.49,0.09,3.23,2.97,1.73,0.44,0.04,1.2,1.51,1.02,24.67,13,287.0,0,7
287,0.0,3.18,0.12,0.32,0.76,0.08,1.89,1.29,1.57,3.1,2.17,3.22,3.26,0.6,0.6,1.73,1.33,1.37,26.59,13,288.0,0,7
288,0.0,2.5,0.79,1.05,1.23,0.39,3.28,4.33,0.13,0.13,2.19,3.46,3.77,0.83,0.09,1.18,1.18,0.48,27.01,13,289.0,0,7
289,0.04,2.1,1.2,0.58,0.62,0.18,1.43,2.45,0.13,0.04,3.53,3.66,5.85,0.76,0.85,2.99,1.52,1.34,29.27,13,290.0,0,7
290,0.0,1.16,0.78,0.43,1.68,0.65,1.55,3.23,0.26,0.0,3.53,2.07,4.7,0.99,0.65,1.34,1.9,0.6,25.52,13,291.0,0,7
291,0.0,0.73,1.16,0.04,1.29,0.17,0.77,1.63,0.21,0.0,2.45,2.32,7.13,0.39,0.56,1.12,3.57,0.34,23.88,13,292.0,0,7
292,0.48,2.12,0.78,0.39,1.17,0.65,2.08,1.38,0.39,0.0,2.85,2.94,2.77,0.91,0.22,1.3,1.38,1.47,23.28,13,293.0,0,7
293,0.0,3.03,1.18,0.86,2.94,0.23,2.58,4.48,0.86,0.27,2.8,4.7,3.62,0.59,0.18,0.63,1.99,0.68,31.62,13,294.0,0,7
294,0.0,3.15,0.13,0.35,0.66,0.71,2.22,0.98,0.35,0.0,2.57,2.62,4.88,1.2,0.13,1.2,1.86,0.44,23.45,14,295.0,0,8
295,0.0,1.13,0.23,0.91,1.09,0.18,1.54,1.13,0.27,0.0,2.59,2.36,7.3,2.18,1.0,2.09,0.77,0.5,25.27,14,296.0,0,8
296,0.0,2.51,0.18,0.99,0.9,0.31,1.97,1.79,0.31,0.04,3.9,3.18,2.82,1.7,1.21,1.43,0.54,0.4,24.18,14,297.0,0,8
297,0.0,2.62,0.33,0.67,0.87,0.21,3.08,1.0,0.21,0.0,2.08,2.46,3.29,1.17,0.25,2.25,1.0,0.29,21.78,14,298.0,0,8
298,0.0,2.64,0.62,0.84,1.32,0.44,2.42,1.63,0.22,0.0,3.48,2.82,4.71,0.97,1.15,1.89,1.19,0.4,26.74,14,299.0,0,8
299,0.09,2.64,0.23,0.87,1.0,0.36,2.92,1.28,0.32,0.05,3.24,1.6,4.42,0.91,0.23,2.01,2.73,0.27,25.17,14,300.0,0,8
300,0.04,3.16,0.58,0.58,0.71,0.54,2.83,0.92,0.42,0.12,2.83,1.91,4.12,1.29,0.08,1.17,1.0,0.46,22.76,14,301.0,0,8
301,0.0,3.88,0.41,2.3,1.44,0.59,2.21,3.02,0.45,0.05,3.38,2.48,4.38,0.9,0.18,1.67,1.49,0.14,28.97,14,302.0,0,8
302,0.0,1.29,0.08,0.5,0.17,0.33,1.0,0.63,0.08,0.0,2.42,2.38,3.22,0.67,0.0,3.01,2.3,0.63,18.71,14,303.0,0,8
303,0.26,2.96,1.15,0.97,0.93,0.22,2.73,1.24,0.31,0.4,3.75,3.75,8.69,1.37,0.57,0.88,1.46,1.24,32.88,14,304.0,0,8
304,0.18,3.94,0.39,1.31,0.66,0.31,3.33,1.8,0.26,0.09,2.76,3.24,4.64,1.93,0.35,1.62,1.23,0.66,28.7,14,305.0,0,8
305,0.64,2.87,0.3,0.86,0.43,0.26,2.83,0.99,0.17,0.09,2.79,3.56,5.23,1.24,0.26,1.59,0.77,0.43,25.31,14,306.0,0,8
306,0.0,2.53,0.31,0.65,0.61,0.39,2.75,1.88,0.0,0.0,3.23,3.18,6.54,1.31,0.0,0.92,1.05,0.83,26.18,14,307.0,0,8
307,0.0,3.09,0.22,0.35,0.74,0.78,2.52,1.13,0.26,0.22,3.26,2.26,1.78,0.39,0.04,1.39,1.3,0.48,20.21,14,308.0,0,8
308,0.0,1.47,0.08,1.77,0.25,0.51,1.39,1.89,0.08,0.0,1.68,1.98,6.99,0.97,0.04,3.92,1.81,0.55,25.38,14,309.0,0,8
309,0.0,1.68,0.88,0.71,0.4,0.31,2.69,1.23,0.18,0.0,2.29,2.34,5.42,1.01,0.31,2.38,1.81,0.44,24.08,14,310.0,0,8
310,0.0,2.66,1.31,1.74,0.57,0.52,2.57,1.4,0.13,0.09,3.36,3.14,1.7,1.0,0.31,1.7,2.57,0.26,25.03,14,311.0,0,8
311,0.09,3.47,0.39,0.09,0.69,0.13,2.78,0.78,0.74,0.26,4.39,3.43,0.83,0.87,0.22,0.78,0.43,0.48,20.85,14,312.0,0,8
